"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"AGPA13","","AGPA13","Ageratina paupercula","","Ageratina","","paupercula","","","","","","","","","","","(A. Gray) R.M. King & H. Rob.","","","","","Santa Rita snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRE3","","AGRE3","Ageratina resiniflua","","Ageratina","","resiniflua","","","","","","","","","","","(Urb.) R.M. King & H. Rob.","","","","","resinous snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRI2","","AGRI2","Ageratina riparia","","Ageratina","","riparia","","","","","","","","","","","(Regel) R.M. King & H. Rob.","","","","","spreading snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRO5","","AGRO5","Ageratina rothrockii","","Ageratina","","rothrockii","","","","","","","","","","","(A. Gray) R.M. King & H. Rob.","","","","","Rothrock's snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGSH2","","AGSH2","Ageratina shastensis","","Ageratina","","shastensis","","","","","","","","","","","(D.W. Taylor & Stebbins) R.M. King & H. Rob.","","","","","Shasta snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGWR2","","AGWR2","Ageratina wrightii","","Ageratina","","wrightii","","","","","","","","","","","(A. Gray) R.M. King & H. Rob.","","","","","Wright's snakeroot","Dicot","Ageratina","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGERA","","AGERA","Ageratum","","Ageratum","","","","","","","","","","","","","L.","","","","","whiteweed","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCO","","AGCO","Ageratum conyzoides","","Ageratum","","conyzoides","","","","","","","","","","","L.","","","","","tropical whiteweed","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCO2","","AGCO2","Ageratum corymbosum","","Ageratum","","corymbosum","","","","","","","","","","","Zuccagni ex Pers.","","","","","flat-top whiteweed","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGDO3","","AGDO3","Ageratum domingense","","Ageratum","","domingense","","","","","","","","","","","Spreng. [excluded]","","","","","","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHO3","","AGHO3","Ageratum houstonianum","","Ageratum","","houstonianum","","","","","","","","","","","Mill.","","","","","bluemink","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLI3","","AGLI3","Ageratum littorale","","Ageratum","","littorale","","","","","","","","","","","A. Gray","","","","","Cape Sable whiteweed","Dicot","Ageratum","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLAI","","AGLAI","Aglaia","","Aglaia","","","","","","","","","","","","","Lour.","","","","","","Dicot","Aglaia","Meliaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGMA14","","AGMA14","Aglaia mariannensis","","Aglaia","","mariannensis","","","","","","","","","","","sensu Kaneh., non Merr.","","","","","","Dicot","Aglaia","Meliaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGPO4","","AGPO4","Aglaia ponapensis","","Aglaia","","ponapensis","","","","","","","","","","","Kaneh.","","","","","","Dicot","Aglaia","Meliaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLAO","","AGLAO","Aglaonema","","Aglaonema","","","","","","","","","","","","","Schott","","","","","aglaonema","Monocot","Aglaonema","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCO4","","AGCO4","Aglaonema commutatum","","Aglaonema","","commutatum","","","","","","","","","","","Schott","","","","","Philippine evergreen","Monocot","Aglaonema","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCOM","","AGCOM","Aglaonema commutatum var. maculatum","","Aglaonema","","commutatum","","","","var.","","maculatum","","","","","Schott","(Hook. f.) Nicolson","","","","Philippine evergreen","Monocot","Aglaonema","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGPI2","","AGPI2","Aglaonema pictum","","Aglaonema","","pictum","","","","","","","","","","","(Roxb.) Kunth","","","","","cara de caballo","Monocot","Aglaonema","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLOS","","AGLOS","Aglossorrhyncha","","Aglossorrhyncha","","","","","","","","","","","","","Schltr.","","","","","","","Aglossorrhyncha","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGMI7","","AGMI7","Aglossorrhyncha micronesiaca","","Aglossorrhyncha","","micronesiaca","","","","","","","","","","","Schltr.","","","","","Micronesian aglossorrhyncha","","Aglossorrhyncha","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGNOR","","AGNOR","Agnorhiza","","Agnorhiza","","","","","","","","","","","","","(Jeps.) W.A. Weber","","","","","mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGBO4","","AGBO4","Agnorhiza bolanderi","","Agnorhiza","","bolanderi","","","","","","","","","","","(A. Gray) W.A. Weber","","","","","Bolander's mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGEL8","","AGEL8","Agnorhiza elata","","Agnorhiza","","elata","","","","","","","","","","","(H.M. Hall) W.A. Weber","","","","","Hall's mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGIN8","","AGIN8","Agnorhiza invenusta","","Agnorhiza","","invenusta","","","","","","","","","","","(Greene) W.A. Weber","","","","","Coville's mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGOV","","AGOV","Agnorhiza ovata","","Agnorhiza","","ovata","","","","","","","","","","","(Torr. & A. Gray ex Torr.) W.A. Weber","","","","","southern mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRE8","","AGRE8","Agnorhiza reticulata","","Agnorhiza","","reticulata","","","","","","","","","","","(Greene) W.A. Weber","","","","","El Dorado mule-ears","Dicot","Agnorhiza","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGONI","","AGONI","Agonimia","","Agonimia","","","","","","","","","","","","","Zahlbr.","","","","","agonimia lichen","Lichen","Agonimia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"AGTR8","","AGTR8","Agonimia tristicula","","Agonimia","","tristicula","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","agonimia lichen","Lichen","Agonimia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"AGOSE","","AGOSE","Agoseris","","Agoseris","","","","","","","","","","","","","Raf.","","","","","agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGDA3","","AGDA3","Agoseris ×dasycarpa","","Agoseris","×","dasycarpa","","","","","","","","","","","Greene (pro sp.)","","","","glauca var. glauca × monticola","agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGMO2","","AGMO2","Agoseris ×montana","","Agoseris","×","montana","","","","","","","","","","","Osterh. (pro sp.)","","","","aurantiaca var. purpurea × glauca var. dasycephala","agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAP2","","AGAP2","Agoseris apargioides","","Agoseris","","apargioides","","","","","","","","","","","(Less.) Greene","","","","","woolly goat chicory","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAPA","","AGAPA","Agoseris apargioides var. apargioides","","Agoseris","","apargioides","","","","var.","","apargioides","","","","","(Less.) Greene","(Less.) Greene","","","","woolly goat chicory","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAPE","","AGAPE","Agoseris apargioides var. eastwoodiae","","Agoseris","","apargioides","","","","var.","","eastwoodiae","","","","","(Less.) Greene","(Fedde) Munz","","","","woolly goat chicory","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAPM","","AGAPM","Agoseris apargioides var. maritima","","Agoseris","","apargioides","","","","var.","","maritima","","","","","(Less.) Greene","(Sheldon) Q. Jones ex Cronquist","","","","woolly goat chicory","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAU2","","AGAU2","Agoseris aurantiaca","","Agoseris","","aurantiaca","","","","","","","","","","","(Hook.) Greene","","","","","orange agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAUA","","AGAUA","Agoseris aurantiaca var. aurantiaca","","Agoseris","","aurantiaca","","","","var.","","aurantiaca","","","","","(Hook.) Greene","(Hook.) Greene","","","","orange agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAUP","","AGAUP","Agoseris aurantiaca var. purpurea","","Agoseris","","aurantiaca","","","","var.","","purpurea","","","","","(Hook.) Greene","(A. Gray) Cronquist","","","","orange agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGEL","","AGEL","Agoseris elata","","Agoseris","","elata","","","","","","","","","","","(Nutt.) Greene","","","","","tall agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGL","","AGGL","Agoseris glauca","","Agoseris","","glauca","","","","","","","","","","","(Pursh) Raf.","","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLA","","AGGLA","Agoseris glauca var. agrestis","","Agoseris","","glauca","","","","var.","","agrestis","","","","","(Pursh) Raf.","(Osterh.) Q. Jones ex Cronquist","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLC","","AGGLC","Agoseris glauca var. cronquistii","","Agoseris","","glauca","","","","var.","","cronquistii","","","","","(Pursh) Raf.","S.L. Welsh","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLD","","AGGLD","Agoseris glauca var. dasycephala","","Agoseris","","glauca","","","","var.","","dasycephala","","","","","(Pursh) Raf.","(Torr. & A. Gray) Jeps.","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLG","","AGGLG","Agoseris glauca var. glauca","","Agoseris","","glauca","","","","var.","","glauca","","","","","(Pursh) Raf.","(Pursh) Raf.","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLL","","AGGLL","Agoseris glauca var. laciniata","","Agoseris","","glauca","","","","var.","","laciniata","","","","","(Pursh) Raf.","(D.C. Eaton) Smiley","","","","false agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGLM","","AGGLM","Agoseris glauca var. monticola","","Agoseris","","glauca","","","","var.","","monticola","","","","","(Pursh) Raf.","(Greene) Q. Jones ex Cronquist","","","","pale agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGR","","AGGR","Agoseris grandiflora","","Agoseris","","grandiflora","","","","","","","","","","","(Nutt.) Greene","","","","","bigflower agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHE2","","AGHE2","Agoseris heterophylla","","Agoseris","","heterophylla","","","","","","","","","","","(Nutt.) Greene","","","","","annual agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHEC","","AGHEC","Agoseris heterophylla var. crenulata","","Agoseris","","heterophylla","","","","var.","","crenulata","","","","","(Nutt.) Greene","Jeps.","","","","annual agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHEH","","AGHEH","Agoseris heterophylla var. heterophylla","","Agoseris","","heterophylla","","","","var.","","heterophylla","","","","","(Nutt.) Greene","(Nutt.) Greene","","","","annual agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHET","","AGHET","Agoseris heterophylla var. turgida","","Agoseris","","heterophylla","","","","var.","","turgida","","","","","(Nutt.) Greene","(H.M. Hall) Jeps.","","","","annual agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLA9","","AGLA9","Agoseris lackschewitzii","","Agoseris","","lackschewitzii","","","","","","","","","","","Douglass M. Hend. & R. Moseley","","","","","Mill Creek agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRE","","AGRE","Agoseris retrorsa","","Agoseris","","retrorsa","","","","","","","","","","","(Benth.) Greene","","","","","spearleaf agoseris","Dicot","Agoseris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRES2","","AGRES2","Agrestia","","Agrestia","","","","","","","","","","","","","J.W. Thomson","","","","","agrestia lichen","Lichen","Agrestia","Hymeneliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"AGHI60","","AGHI60","Agrestia hispida","","Agrestia","","hispida","","","","","","","","","","","(Mereschk.) Hale & W.L. Culb.","","","","","hispid agrestia lichen","Lichen","Agrestia","Hymeneliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"AGRIM","","AGRIM","Agrimonia","","Agrimonia","","","","","","","","","","","","","L.","","","","","agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGEU","","AGEU","Agrimonia eupatoria","","Agrimonia","","eupatoria","","","","","","","","","","","L.","","","","","churchsteeples","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGR2","","AGGR2","Agrimonia gryposepala","","Agrimonia","","gryposepala","","","","","","","","","","","Wallr.","","","","","tall hairy agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGIN3","","AGIN3","Agrimonia incisa","","Agrimonia","","incisa","","","","","","","","","","","Torr. & A. Gray","","","","","incised agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGMI2","","AGMI2","Agrimonia microcarpa","","Agrimonia","","microcarpa","","","","","","","","","","","Wallr.","","","","","smallfruit agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGOD2","","AGOD2","Agrimonia odorata","","Agrimonia","","odorata","","","","","","","","","","","Mill.","","","","","creeping grovebur","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGPA6","","AGPA6","Agrimonia parviflora","","Agrimonia","","parviflora","","","","","","","","","","","Aiton","","","","","harvestlice","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGPU","","AGPU","Agrimonia pubescens","","Agrimonia","","pubescens","","","","","","","","","","","Wallr.","","","","","soft agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGRO3","","AGRO3","Agrimonia rostellata","","Agrimonia","","rostellata","","","","","","","","","","","Wallr.","","","","","beaked agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGST","","AGST","Agrimonia striata","","Agrimonia","","striata","","","","","","","","","","","Michx.","","","","","roadside agrimony","Dicot","Agrimonia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGROE","","AGROE","×Agroelymus","×","Agroelymus","","","","","","","","","","","","","E.G. Camus ex A. Camus","","","","","agroelymus","Monocot","Agroelymus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAD4","","AGAD4","×Agroelymus adamsii","×","Agroelymus","","adamsii","","","","","","","","","","","Rouss.","","","","Agropyron repens × Elymus mollis","agroelymus","Monocot","Agroelymus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGBO5","","AGBO5","×Agroelymus bowdenii","×","Agroelymus","","bowdenii","","","","","","","","","","","B. Boivin","","","","Agropyron smithii × Elymus innovatus","agroelymus","Monocot","Agroelymus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGROP3","","AGROP3","×Agropogon","×","Agropogon","","","","","","","","","","","","","Fourn.","","","","","agropogon","Monocot","Agropogon","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGLI","","AGLI","×Agropogon littoralis","×","Agropogon","","littoralis","","","","","","","","","","","(Sm.) C.E. Hubbard","","","","Agrostis stolonifera × Polypogon monospeliensis","coast agropogon","Monocot","Agropogon","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGROP2","","AGROP2","Agropyron","","Agropyron","","","","","","","","","","","","","Gaertn.","","","","","wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGHY2","","AGHY2","Agropyron ×hybrid","","Agropyron","×","hybrid","","","","","","","","","","","auct.","","","","","'Hycrest'","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCR","","AGCR","Agropyron cristatum","","Agropyron","","cristatum","","","","","","","","","","","(L.) Gaertn.","","","","","crested wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCRC","","AGCRC","Agropyron cristatum ssp. cristatum","","Agropyron","","cristatum","ssp.","","cristatum","","","","","","","","(L.) Gaertn.","(L.) Gaertn.","","","","crested wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCRP8","","AGCRP8","Agropyron cristatum ssp. pectinatum","","Agropyron","","cristatum","ssp.","","pectinatum","","","","","","","","(L.) Gaertn.","(M. Bieb.) Tzvelev","","","","crested wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCRI","","AGCRI","Agropyron cristatum ssp. pectinatum var. imbricatum","","Agropyron","","cristatum","ssp.","","pectinatum","var.","","imbricatum","","","","","(L.) Gaertn.","(M. Bieb.) Tzvelev","(Roem. & Schult.) Beck","","","","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGDE2","","AGDE2","Agropyron desertorum","","Agropyron","","desertorum","","","","","","","","","","","(Fisch. ex Link) Schult.","","","","","desert wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGFR","","AGFR","Agropyron fragile","","Agropyron","","fragile","","","","","","","","","","","(Roth) P. Candargy","","","","","Siberian wheatgrass","Monocot","Agropyron","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGROS","","AGROS","Agrostemma","","Agrostemma","","","","","","","","","","","","","L.","","","","","corncockle","Dicot","Agrostemma","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGBR4","","AGBR4","Agrostemma brachyloba","","Agrostemma","","brachyloba","","","","","","","","","","","(Fenzl) Hammer","","","","","narrow corncockle","Dicot","Agrostemma","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGGI","","AGGI","Agrostemma githago","","Agrostemma","","githago","","","","","","","","","","","L.","","","","","common corncockle","Dicot","Agrostemma","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGROS2","","AGROS2","Agrostis","","Agrostis","","","","","","","","","","","","","L.","","","","","bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAE","","AGAE","Agrostis aequivalvis","","Agrostis","","aequivalvis","","","","","","","","","","","(Trin.) Trin.","","","","","arctic bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAN6","","AGAN6","Agrostis anadyrensis","","Agrostis","","anadyrensis","","","","","","","","","","","Socz. [excluded]","","","","","","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGAV","","AGAV","Agrostis avenacea","","Agrostis","","avenacea","","","","","","","","","","","J.F. Gmel.","","","","","Pacific bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGBL","","AGBL","Agrostis blasdalei","","Agrostis","","blasdalei","","","","","","","","","","","Hitchc.","","","","","Blasdale bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCA4","","AGCA4","Agrostis canina","","Agrostis","","canina","","","","","","","","","","","L.","","","","","velvet bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCA5","","AGCA5","Agrostis capillaris","","Agrostis","","capillaris","","","","","","","","","","","L.","","","","","colonial bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCA11","","AGCA11","Agrostis castellana","","Agrostis","","castellana","","","","","","","","","","","Boiss. & Reuter","","","","","bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCL","","AGCL","Agrostis clavata","","Agrostis","","clavata","","","","","","","","","","","Trin.","","","","","clavate bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCL2","","AGCL2","Agrostis clivicola","","Agrostis","","clivicola","","","","","","","","","","","Crampton","","","","","coastal bluff bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCLC","","AGCLC","Agrostis clivicola var. clivicola","","Agrostis","","clivicola","","","","var.","","clivicola","","","","","Crampton","Crampton","","","","coastal bluff bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCLP","","AGCLP","Agrostis clivicola var. punta-reyesensis","","Agrostis","","clivicola","","","","var.","","punta-reyesensis","","","","","Crampton","Crampton","","","","Point Reyes bentgrass","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"AGCU4","","AGCU4","Agrostis curtisii","","Agrostis","","curtisii","","","","","","","","","","","Kerguelen","","","","","bristle bent","Monocot","Agrostis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
