"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category"
"SCCI4","","SCCI4","Schaereria cinereorufa","","Schaereria","","cinereorufa","","","","","","","","","","","(Schaerer) Th. Fr.","","","","","schaereria lichen","Lichen"
"SCCO19","","SCCO19","Schaereria corticola","","Schaereria","","corticola","","","","","","","","","","","Muhr & Tønsberg","","","","","","Lichen"
"SCEN","","SCEN","Schaereria endocyanea","","Schaereria","","endocyanea","","","","","","","","","","","(Stirt.) Hertel & Gotth. Schneid.","","","","","schaereria lichen","Lichen"
"SCFU3","","SCFU3","Schaereria fuscocinerea","","Schaereria","","fuscocinerea","","","","","","","","","","","(Nyl.) Clauzade & Roux","","","","","schaereria lichen","Lichen"
"SCGL10","","SCGL10","Schismatomma glaucescens","","Schismatomma","","glaucescens","","","","","","","","","","","(Nyl. ex Willey) R.C. Harris","","","","","","Lichen"
"SCPE6","","SCPE6","Schismatomma pericleum","","Schismatomma","","pericleum","","","","","","","","","","","(Ach.) Branth & Rostrup","","","","","","Lichen"
"SCPL3","","SCPL3","Schismatomma pluriloculare","","Schismatomma","","pluriloculare","","","","","","","","","","","Zahlbr.","","","","","schismatomma lichen","Lichen"
"SCRA4","","SCRA4","Schismatomma rappii","","Schismatomma","","rappii","","","","","","","","","","","(Zahlbr.) R.C. Harris","","","","","Rapp's schismatomma lichen","Lichen"
"SCRE6","","SCRE6","Schismatomma rediunta","","Schismatomma","","rediunta","","","","","","","","","","","(Hasse) Tehler","","","","","schismatomma lichen","Lichen"
"SCVE6","","SCVE6","Schismatomma vernans","","Schismatomma","","vernans","","","","","","","","","","","(Tuck.) Zahlbr.","","","","","schismatomma lichen","Lichen"
"SCCA15","","SCCA15","Schizopelte californica","","Schizopelte","","californica","","","","","","","","","","","Th. Fr.","","","","","","Lichen"
"SCST11","","SCST11","Sciaphila stemmermanniae","","Sciaphila","","stemmermanniae","","","","","","","","","","","Fosberg & Sachet","","","","","","Monocot"
"SCLI14","","SCLI14","Scirpus litoralis","","Scirpus","","litoralis","","","","","","","","","","","Kuntze","","","","","bulrush","Monocot"
"SCLI16","","SCLI16","Scirpus littoralis","","Scirpus","","littoralis","","","","","","","","","","","Schrad.","","","","","","Monocot"
"SCLA12","","SCLA12","Scleria laevis","","Scleria","","laevis","","","","","","","","","","","Willd.","","","","","nutrush","Monocot"
"SCAM10","","SCAM10","Sclerophora amabilis","","Sclerophora","","amabilis","","","","","","","","","","","(Tibell) Tibell","","","","","","Lichen"
"SCCO22","","SCCO22","Sclerophora coniophaea","","Sclerophora","","coniophaea","","","","","","","","","","","(Norman) J. Mattsson & Middelb.","","","","","","Lichen"
"SCFA2","","SCFA2","Sclerophora farinacea","","Sclerophora","","farinacea","","","","","","","","","","","(Chevall.) Chevall.","","","","","sclerophora lichen","Lichen"
"SCNI4","","SCNI4","Sclerophora nivea","","Sclerophora","","nivea","","","","","","","","","","","(Hoffm.) Tibell","","","","","sclerophora lichen","Lichen"
"SCPE10","","SCPE10","Sclerophora peronella","","Sclerophora","","peronella","","","","","","","","","","","(Ach.) Tibell","","","","","","Lichen"
"SCCA14","","SCCA14","Sclerophyton californicum","","Sclerophyton","","californicum","","","","","","","","","","","(Tuck.) Hasse","","","","","California sclerophyton lichen","Lichen"
"SCIN8","","SCIN8","Sclerophyton inscriptum","","Sclerophyton","","inscriptum","","","","","","","","","","","(Nyl.) Müll. Arg.","","","","","sclerophyton lichen","Lichen"
"SCOC8","","SCOC8","Sclerophyton occidentale","","Sclerophyton","","occidentale","","","","","","","","","","","Herre","","","","","western sclerophyton lichen","Lichen"
"SCCH4","","SCCH4","Scoliciosporum chlorococcum","","Scoliciosporum","","chlorococcum","","","","","","","","","","","(Stenh.) Vezda","","","","","scoliciosporum lichen","Lichen"
"SCSA7","","SCSA7","Scoliciosporum sarothamni","","Scoliciosporum","","sarothamni","","","","","","","","","","","(Vain.) Vezda","","","","","","Lichen"
"SCUM2","","SCUM2","Scoliciosporum umbrinum","","Scoliciosporum","","umbrinum","","","","","","","","","","","(Ach.) Arnold","","","","","scoliciosporum lichen","Lichen"
"SCMI12","","SCMI12","Scutula miliaris","","Scutula","","miliaris","","","","","","","","","","","(Wallr.) Trevis.","","","","","","Lichen"
"SCST8","","SCST8","Scutula stereocaulorum","","Scutula","","stereocaulorum","","","","","","","","","","","(Ach.) Körb.","","","","","scutula lichen","Lichen"
"SCHY5","","SCHY5","Scyphiphora hydrophyllacea","","Scyphiphora","","hydrophyllacea","","","","","","","","","","","Gaertn.","","","","","","Dicot"
"SELE12","","SELE12","Segestria leptalea","","Segestria","","leptalea","","","","","","","","","","","(Durieu & Mont.) R.C. Harris","","","","","","Lichen"
"SEMA19","","SEMA19","Segestria mammillosa","","Segestria","","mammillosa","","","","","","","","","","","Th. Fr.","","","","","","Lichen"
"SEOC3","","SEOC3","Segestria octomera","","Segestria","","octomera","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","","Lichen"
"SERU9","","SERU9","Segestria rubentior","","Segestria","","rubentior","","","","","","","","","","","(Stirt.) R.C. Harris","","","","","","Lichen"
"SECI5","","SECI5","Selaginella ciliaris","","Selaginella","","ciliaris","","","","","","","","","","","sensu Brack., non Retz.","","","","","","Lycopod"
"SICA20","","SICA20","Sigridea californica","","Sigridea","","californica","","","","","","","","","","","(Tuck.) Tehler","","","","","","Lichen"
"SICE60","","SICE60","Siphula ceratites","","Siphula","","ceratites","","","","","","","","","","","(Wahlenb.) Fr.","","","","","whitefingers lichen","Lichen"
"SIDA2","","SIDA2","Siphula dactyliza","","Siphula","","dactyliza","","","","","","","","","","","Nyl.","","","","","whitefingers lichen","Lichen"
"SKEL","","SKEL","Skyttea elachistophora","","Skyttea","","elachistophora","","","","","","","","","","","(Nyl.) Sherwood & D. Hawksw.","","","","","","Lichen"
"SKMU","","SKMU","Skyttella mulleri","","Skyttella","","mulleri","","","","","","","","","","","(Willey) D. Hawksw. & R. Sant.","","","","","Muller's skyttella lichen","Lichen"
"SOCA16","","SOCA16","Solenospora candicans","","Solenospora","","candicans","","","","","","","","","","","(Dicks.) J. Steiner","","","","","solenospora lichen","Lichen"
"SOCR2","","SOCR2","Solenospora crenata","","Solenospora","","crenata","","","","","","","","","","","(Herre) Zahlbr.","","","","","solenospora lichen","Lichen"
"SOHO3","","SOHO3","Solenospora holophaea","","Solenospora","","holophaea","","","","","","","","","","","(Mont.) G. Sampaio","","","","","solenospora lichen","Lichen"
"SOBI60","","SOBI60","Solorina bispora","","Solorina","","bispora","","","","","","","","","","","Nyl.","","","","","chocolate chip lichen","Lichen"
"SOCR60","","SOCR60","Solorina crocea","","Solorina","","crocea","","","","","","","","","","","(L.) Ach.","","","","","chocolate chip lichen","Lichen"
"SOOC5","","SOOC5","Solorina octospora","","Solorina","","octospora","","","","","","","","","","","(Arnold) Arnold","","","","","chocolate chip lichen","Lichen"
"SOSA60","","SOSA60","Solorina saccata","","Solorina","","saccata","","","","","","","","","","","(L.) Ach.","","","","","chocolate chip lichen","Lichen"
"SOSP60","","SOSP60","Solorina spongiosa","","Solorina","","spongiosa","","","","","","","","","","","(Ach.) Anzi","","","","","chocolate chip lichen","Lichen"
"SOAS3","","SOAS3","Solorinella asteriscus","","Solorinella","","asteriscus","","","","","","","","","","","Anzi","","","","","solorinella lichen","Lichen"
"SPEU2","","SPEU2","Speerschneidera euploca","","Speerschneidera","","euploca","","","","","","","","","","","(Tuck.) Trevis.","","","","","speerschneidera lichen","Lichen"
"SPAB","","SPAB","Sphaerellothecium abditum","","Sphaerellothecium","","abditum","","","","","","","","","","","Triebel","","","","","","Lichen"
"SPAR8","","SPAR8","Sphaerellothecium araneosum","","Sphaerellothecium","","araneosum","","","","","","","","","","","(Rehm ex Arnold) Zopf","","","","","","Lichen"
"SPCO13","","SPCO13","Sphaerellothecium contextum","","Sphaerellothecium","","contextum","","","","","","","","","","","Triebel","","","","","sphaerellothecium lichen","Lichen"
"SPMI11","","SPMI11","Sphaerellothecium minutum","","Sphaerellothecium","","minutum","","","","","","","","","","","Hafellner","","","","","","Lichen"
"SPFR60","","SPFR60","Sphaerophorus fragilis","","Sphaerophorus","","fragilis","","","","","","","","","","","(L.) Pers.","","","","","fragile ball lichen","Lichen"
"SPGL60","","SPGL60","Sphaerophorus globosus","","Sphaerophorus","","globosus","","","","","","","","","","","(Huds.) Vain.","","","","","globe ball lichen","Lichen"
"SPHE8","","SPHE8","Sphaerostephanos heterocarpus","","Sphaerostephanos","","heterocarpus","","","","","","","","","","","(Blume) Holttum","","","","","","Fern"
"SPMA14","","SPMA14","Sphaerostephanos maemonensis","","Sphaerostephanos","","maemonensis","","","","","","","","","","","(W.H. Wagner & Grether) Holttum","","","","","","Fern"
"SPDO3","","SPDO3","Sphaerulina dolichotera","","Sphaerulina","","dolichotera","","","","","","","","","","","(Nyl.) Vouax","","","","","","Lichen"
"SPAN8","","SPAN8","Sphinctrina anglica","","Sphinctrina","","anglica","","","","","","","","","","","Nyl.","","","","","sphinctrina lichen","Lichen"
"SPLE4","","SPLE4","Sphinctrina leucopoda","","Sphinctrina","","leucopoda","","","","","","","","","","","Nyl.","","","","","sphinctrina lichen","Lichen"
"SPTU2","","SPTU2","Sphinctrina tubiformis","","Sphinctrina","","tubiformis","","","","","","","","","","","A. Massal.","","","","","sphinctrina lichen","Lichen"
"SPTU3","","SPTU3","Sphinctrina turbinata","","Sphinctrina","","turbinata","","","","","","","","","","","(Pers. ex Fr.) De Not.","","","","","sphinctrina lichen","Lichen"
"SPDE4","","SPDE4","Spilonema dendroides","","Spilonema","","dendroides","","","","","","","","","","","Henssen","","","","","tree spilonema lichen","Lichen"
"SPPA10","","SPPA10","Spilonema paradoxum","","Spilonema","","paradoxum","","","","","","","","","","","Bornet","","","","","paradox spilonema lichen","Lichen"
"SPRE2","","SPRE2","Spilonema revertens","","Spilonema","","revertens","","","","","","","","","","","Nyl.","","","","","spilonema lichen","Lichen"
"SPPO5","","SPPO5","Sporastatia polyspora","","Sporastatia","","polyspora","","","","","","","","","","","(Nyl.) Grummann","","","","","sporastatia lichen","Lichen"
"SPTE10","","SPTE10","Sporastatia testudinea","","Sporastatia","","testudinea","","","","","","","","","","","(Ach.) A. Massal.","","","","","sporastatia lichen","Lichen"
"SPPH","","SPPH","Sporopodium phyllocharis","","Sporopodium","","phyllocharis","","","","","","","","","","","(Mont.) A. Massal.","","","","","sporopodium lichen","Lichen"
"SQCA","","SQCA","Squamarina cartilaginea","","Squamarina","","cartilaginea","","","","","","","","","","","(With.) P. James","","","","","rim lichen","Lichen"
"SQDE","","SQDE","Squamarina degelii","","Squamarina","","degelii","","","","","","","","","","","Frey & Poelt","","","","","Degel's rim lichen","Lichen"
"SQLE","","SQLE","Squamarina lentigera","","Squamarina","","lentigera","","","","","","","","","","","(Weber) Poelt","","","","","rim lichen","Lichen"
"STAR11","","STAR11","Staurothele arctica","","Staurothele","","arctica","","","","","","","","","","","Lynge","","","","","arctic wart lichen","Lichen"
"STAR15","","STAR15","Staurothele areolata","","Staurothele","","areolata","","","","","","","","","","","(Ach.) Lettau","","","","","","Lichen"
"STCA24","","STCA24","Staurothele catalepta","","Staurothele","","catalepta","","","","","","","","","","","(Ach.) Blomb. & Forss.","","","","","wart lichen","Lichen"
"STCL3","","STCL3","Staurothele clopimoides","","Staurothele","","clopimoides","","","","","","","","","","","(Arnold) J. Stein","","","","","wart lichen","Lichen"
"STDI9","","STDI9","Staurothele diffractella","","Staurothele","","diffractella","","","","","","","","","","","(Nyl.) Tuck.","","","","","wart lichen","Lichen"
"STDI10","","STDI10","Staurothele discedens","","Staurothele","","discedens","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","wart lichen","Lichen"
"STDR3","","STDR3","Staurothele drummondii","","Staurothele","","drummondii","","","","","","","","","","","(Tuck.) Tuck.","","","","","Drummond's wart lichen","Lichen"
"STEF","","STEF","Staurothele effigurata","","Staurothele","","effigurata","","","","","","","","","","","J.W. Thomson","","","","","","Lichen"
"STEL6","","STEL6","Staurothele elenkinii","","Staurothele","","elenkinii","","","","","","","","","","","Oksner","","","","","","Lichen"
"STFI2","","STFI2","Staurothele fissa","","Staurothele","","fissa","","","","","","","","","","","(Taylor) Zwackh","","","","","wart lichen","Lichen"
"STLE9","","STLE9","Staurothele lecideoides","","Staurothele","","lecideoides","","","","","","","","","","","de Lesd.","","","","","wart lichen","Lichen"
"STMO6","","STMO6","Staurothele monicae","","Staurothele","","monicae","","","","","","","","","","","(Zahlbr.) Wetmore","","","","","","Lichen"
"STOR8","","STOR8","Staurothele orispruinosa","","Staurothele","","orispruinosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen"
"STPO9","","STPO9","Staurothele polygonia","","Staurothele","","polygonia","","","","","","","","","","","de Lesd.","","","","","","Lichen"
"STRU8","","STRU8","Staurothele rugosa","","Staurothele","","rugosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen"
"STRU7","","STRU7","Staurothele rupifraga","","Staurothele","","rupifraga","","","","","","","","","","","(A. Massal.) Arnold","","","","","wart lichen","Lichen"
"STTE7","","STTE7","Staurothele tenuissima","","Staurothele","","tenuissima","","","","","","","","","","","Degel.","","","","","wart lichen","Lichen"
"STVE6","","STVE6","Staurothele verruculosa","","Staurothele","","verruculosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen"
"STGE3","","STGE3","Steinia geophana","","Steinia","","geophana","","","","","","","","","","","(Nyl.) Stein","","","","","steinia lichen","Lichen"
"STCL6","","STCL6","Stenocybe clavata","","Stenocybe","","clavata","","","","","","","","","","","Tibell","","","","","","Lichen"
"STMA8","","STMA8","Stenocybe major","","Stenocybe","","major","","","","","","","","","","","(Nyl.) Körb.","","","","","stenocybe lichen","Lichen"
"STMI7","","STMI7","Stenocybe minutissima","","Stenocybe","","minutissima","","","","","","","","","","","(G. Merr.) Zahlbr.","","","","","stenocybe lichen","Lichen"
"STPU7","","STPU7","Stenocybe pullatula","","Stenocybe","","pullatula","","","","","","","","","","","(Ach.) Stein","","","","","stenocybe lichen","Lichen"
"STTR4","","STTR4","Stenocybe tremulicola","","Stenocybe","","tremulicola","","","","","","","","","","","Norrlin ex Nyl.","","","","","stenocybe lichen","Lichen"
"STAL60","","STAL60","Stereocaulon alpinum","","Stereocaulon","","alpinum","","","","","","","","","","","Laurer ex Funck","","","","","alpine snow lichen","Lichen"
"STAP4","","STAP4","Stereocaulon apocalypticum","","Stereocaulon","","apocalypticum","","","","","","","","","","","Nyl.","","","","","snow lichen","Lichen"
"STAR60","","STAR60","Stereocaulon arcticum","","Stereocaulon","","arcticum","","","","","","","","","","","Lynge","","","","","arctic snow lichen","Lichen"
"STAR12","","STAR12","Stereocaulon arenarium","","Stereocaulon","","arenarium","","","","","","","","","","","(Savicz) Lamb","","","","","arenaria snow lichen","Lichen"
"STBO60","","STBO60","Stereocaulon botryosum","","Stereocaulon","","botryosum","","","","","","","","","","","Ach.","","","","","snow lichen","Lichen"
"STCA29","","STCA29","Stereocaulon capitellatum","","Stereocaulon","","capitellatum","","","","","","","","","","","H. Magn.","","","","","","Lichen"
"STCO17","","STCO17","Stereocaulon condensatum","","Stereocaulon","","condensatum","","","","","","","","","","","Hoffm.","","","","","condensed snow lichen","Lichen"
"STCO60","","STCO60","Stereocaulon coniophyllum","","Stereocaulon","","coniophyllum","","","","","","","","","","","Lamb","","","","","snow lichen","Lichen"
"STDA60","","STDA60","Stereocaulon dactylophyllum","","Stereocaulon","","dactylophyllum","","","","","","","","","","","Flörke","","","","","snow lichen","Lichen"
"STDE2","","STDE2","Stereocaulon depreaultii","","Stereocaulon","","depreaultii","","","","","","","","","","","Delise ex Nyl.","","","","","Depreault's snow lichen","Lichen"
"STGL60","","STGL60","Stereocaulon glareosum","","Stereocaulon","","glareosum","","","","","","","","","","","(Savicz) H. Magn.","","","","","glare snow lichen","Lichen"
"STGL5","","STGL5","Stereocaulon glaucescens","","Stereocaulon","","glaucescens","","","","","","","","","","","Tuck.","","","","","snow lichen","Lichen"
"STGR60","","STGR60","Stereocaulon grande","","Stereocaulon","","grande","","","","","","","","","","","(H. Magn.) H. Magn.","","","","","grand snow lichen","Lichen"
"STGR8","","STGR8","Stereocaulon groenlandicum","","Stereocaulon","","groenlandicum","","","","","","","","","","","(E. Dahl) Lamb","","","","","Greenland snow lichen","Lichen"
"STIN60","","STIN60","Stereocaulon incrustatum","","Stereocaulon","","incrustatum","","","","","","","","","","","Flörke","","","","","snow lichen","Lichen"
"STIN61","","STIN61","Stereocaulon intermedium","","Stereocaulon","","intermedium","","","","","","","","","","","(Savicz) H. Magn.","","","","","intermediate snow lichen","Lichen"
"STLE10","","STLE10","Stereocaulon leprocephalum","","Stereocaulon","","leprocephalum","","","","","","","","","","","Vain.","","","","","snow lichen","Lichen"
"STMI8","","STMI8","Stereocaulon microcarpum","","Stereocaulon","","microcarpum","","","","","","","","","","","Müll. Arg.","","","","","snow lichen","Lichen"
"STMY60","","STMY60","Stereocaulon myriocarpum","","Stereocaulon","","myriocarpum","","","","","","","","","","","Th. Fr.","","","","","snow lichen","Lichen"
"STNA","","STNA","Stereocaulon nanodes","","Stereocaulon","","nanodes","","","","","","","","","","","Tuck.","","","","","snow lichen","Lichen"
"STOC4","","STOC4","Stereocaulon octomerum","","Stereocaulon","","octomerum","","","","","","","","","","","Müll. Arg.","","","","","snow lichen","Lichen"
"STPA60","","STPA60","Stereocaulon paschale","","Stereocaulon","","paschale","","","","","","","","","","","(L.) Hoffm.","","","","","snow lichen","Lichen"
"STPI7","","STPI7","Stereocaulon pileatum","","Stereocaulon","","pileatum","","","","","","","","","","","Ach.","","","","","snow lichen","Lichen"
"STRI60","","STRI60","Stereocaulon rivulorum","","Stereocaulon","","rivulorum","","","","","","","","","","","H. Magn.","","","","","snow lichen","Lichen"
"STSA9","","STSA9","Stereocaulon sasakii","","Stereocaulon","","sasakii","","","","","","","","","","","Zahlbr.","","","","","Sasak's snow lichen","Lichen"
"STSA6","","STSA6","Stereocaulon saviczii","","Stereocaulon","","saviczii","","","","","","","","","","","Du Rietz","","","","","Savicz's snow lichen","Lichen"
"STSA60","","STSA60","Stereocaulon saxatile","","Stereocaulon","","saxatile","","","","","","","","","","","H. Magn.","","","","","snow lichen","Lichen"
"STSP60","","STSP60","Stereocaulon spathuliferum","","Stereocaulon","","spathuliferum","","","","","","","","","","","Vain.","","","","","snow lichen","Lichen"
"STST10","","STST10","Stereocaulon sterile","","Stereocaulon","","sterile","","","","","","","","","","","(Savicz) Lamb ex Krog","","","","","snow lichen","Lichen"
"STSU61","","STSU61","Stereocaulon subcoralloides","","Stereocaulon","","subcoralloides","","","","","","","","","","","(Nyl.) Nyl.","","","","","snow lichen","Lichen"
"STSY60","","STSY60","Stereocaulon symphycheilum","","Stereocaulon","","symphycheilum","","","","","","","","","","","Lamb","","","","","snow lichen","Lichen"
"STTE12","","STTE12","Stereocaulon tennesseense","","Stereocaulon","","tennesseense","","","","","","","","","","","H. Magn. ex Degel.","","","","","Tennessee snow lichen","Lichen"
"STTO60","","STTO60","Stereocaulon tomentosum","","Stereocaulon","","tomentosum","","","","","","","","","","","Fr.","","","","","tomentose snow lichen","Lichen"
"STVE60","","STVE60","Stereocaulon vesuvianum","","Stereocaulon","","vesuvianum","","","","","","","","","","","Pers.","","","","","Vesuvius snow lichen","Lichen"
"STAR61","","STAR61","Sticta arctica","","Sticta","","arctica","","","","","","","","","","","Degel.","","","","","arctic spotted felt lichen","Lichen"
"STBE2","","STBE2","Sticta beauvoisii","","Sticta","","beauvoisii","","","","","","","","","","","Delise","","","","","Beauvois' spotted felt lichen","Lichen"
"STCA30","","STCA30","Sticta canariensis","","Sticta","","canariensis","","","","","","","","","","","(Bory) Bory ex Delise","","","","","","Lichen"
"STFU60","","STFU60","Sticta fuliginosa","","Sticta","","fuliginosa","","","","","","","","","","","(Hoffm.) Ach.","","","","","spotted felt lichen","Lichen"
"STLI60","","STLI60","Sticta limbata","","Sticta","","limbata","","","","","","","","","","","(Sm.) Ach.","","","","","spotted felt lichen","Lichen"
"STSY4","","STSY4","Sticta sylvatica","","Sticta","","sylvatica","","","","","","","","","","","(Huds.) Ach.","","","","","spotted felt lichen","Lichen"
"STWR4","","STWR4","Sticta wrightii","","Sticta","","wrightii","","","","","","","","","","","Tuck.","","","","","Wright's spotted felt lichen","Lichen"
"STAT4","","STAT4","Stigmidium atryneae","","Stigmidium","","atryneae","","","","","","","","","","","(Arnold) Hafellner","","","","","","Lichen"
"STCO21","","STCO21","Stigmidium congestum","","Stigmidium","","congestum","","","","","","","","","","","(Körb.) Triebel","","","","","","Lichen"
"STEP2","","STEP2","Stigmidium ephebes","","Stigmidium","","ephebes","","","","","","","","","","","(Henssen) D. Hawksw.","","","","","","Lichen"
"STFR2","","STFR2","Stigmidium frigidum","","Stigmidium","","frigidum","","","","","","","","","","","(Sacc.) Alstrup & D. Hawksw.","","","","","cold stigmidium lichen","Lichen"
"STFU3","","STFU3","Stigmidium fuscatae","","Stigmidium","","fuscatae","","","","","","","","","","","(Arnold) R. Sant.","","","","","","Lichen"
"STMA9","","STMA9","Stigmidium marinum","","Stigmidium","","marinum","","","","","","","","","","","(Deakin) Swinscow","","","","","stigmidium lichen","Lichen"
"STPA19","","STPA19","Stigmidium parva","","Stigmidium","","parva","","","","","","","","","","","(Henssen) ?, ined.?","","","","","","Lichen"
"STPS2","","STPS2","Stigmidium psorae","","Stigmidium","","psorae","","","","","","","","","","","(Anzi) Hafellner","","","","","stigmidium lichen","Lichen"
"STTA2","","STTA2","Stigmidium tabacinae","","Stigmidium","","tabacinae","","","","","","","","","","","(Arnold) Triebel","","","","","","Lichen"
"STAL9","","STAL9","Stirtonia alba","","Stirtonia","","alba","","","","","","","","","","","(Müll. Arg.) ?, ined.?","","","","","stirtonia lichen","Lichen"
"STMI9","","STMI9","Strangospora microhaema","","Strangospora","","microhaema","","","","","","","","","","","(Norman) R. Anderson","","","","","strangospora lichen","Lichen"
"STMO5","","STMO5","Strangospora moriformis","","Strangospora","","moriformis","","","","","","","","","","","(Ach.) Stein","","","","","strangospora lichen","Lichen"
"STOC5","","STOC5","Strangospora ochrophora","","Strangospora","","ochrophora","","","","","","","","","","","(Nyl.) R. Anderson","","","","","strangospora lichen","Lichen"
"STPI8","","STPI8","Strangospora pinicola","","Strangospora","","pinicola","","","","","","","","","","","(A. Massal.) Körb.","","","","","strangospora lichen","Lichen"
"STAM9","","STAM9","Strigula americana","","Strigula","","americana","","","","","","","","","","","R.C. Harris","","","","","American strigula lichen","Lichen"
"STBU3","","STBU3","Strigula burmudana","","Strigula","","burmudana","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","","Lichen"
"STCO18","","STCO18","Strigula complanata","","Strigula","","complanata","","","","","","","","","","","(Fée) Mont.","","","","","strigula lichen","Lichen"
"STCO24","","STCO24","Strigula connivens","","Strigula","","connivens","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"STGR15","","STGR15","Strigula griseonitens","","Strigula","","griseonitens","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"STHY10","","STHY10","Strigula hypothallina","","Strigula","","hypothallina","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"STJA4","","STJA4","Strigula jamesii","","Strigula","","jamesii","","","","","","","","","","","(Swinscow) R.C. Harris","","","","","James' strigula lichen","Lichen"
"STLA19","","STLA19","Strigula laceribracae","","Strigula","","laceribracae","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"STNI3","","STNI3","Strigula nitidula","","Strigula","","nitidula","","","","","","","","","","","Mont.","","","","","strigula lichen","Lichen"
"STPH","","STPH","Strigula phaea","","Strigula","","phaea","","","","","","","","","","","(Ach.) R.C. Harris","","","","","strigula lichen","Lichen"
"STSM","","STSM","Strigula smaragdula","","Strigula","","smaragdula","","","","","","","","","","","Fr.","","","","","","Lichen"
"STST11","","STST11","Strigula stigmatella","","Strigula","","stigmatella","","","","","","","","","","","(Ach.) R.C. Harris","","","","","strigula lichen","Lichen"
"STSU8","","STSU8","Strigula subelegans","","Strigula","","subelegans","","","","","","","","","","","Vain.","","","","","","Lichen"
"STSU4","","STSU4","Strigula submuriformis","","Strigula","","submuriformis","","","","","","","","","","","(R.C. Harris) R.C. Harris","","","","","strigula lichen","Lichen"
"STSY5","","STSY5","Strigula sychnogonioides","","Strigula","","sychnogonioides","","","","","","","","","","","(Nitschke) R.C. Harris","","","","","strigula lichen","Lichen"
"STVI13","","STVI13","Strigula viridiseda","","Strigula","","viridiseda","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","strigula lichen","Lichen"
"STWI2","","STWI2","Strigula wilsonii","","Strigula","","wilsonii","","","","","","","","","","","(Riddle) R.C. Harris","","","","","Wilson's strigula lichen","Lichen"
"SUBA","","SUBA","Sulcaria badia","","Sulcaria","","badia","","","","","","","","","","","Brodo & D. Hawksw.","","","","","sulcaria lichen","Lichen"
"SUIS","","SUIS","Sulcaria isidiifera","","Sulcaria","","isidiifera","","","","","","","","","","","Brodo","","","","","sulcaria lichen","Lichen"
"SYSY2","","SYSY2","Synalissa symphorea","","Synalissa","","symphorea","","","","","","","","","","","(Ach.) Nyl.","","","","","synalissa lichen","Lichen"
"SYBA2","","SYBA2","Syzygospora bachmannii","","Syzygospora","","bachmannii","","","","","","","","","","","Diederich & M.S. Christ.","","","","","","Lichen"
"SYPH2","","SYPH2","Syzygospora physciacearum","","Syzygospora","","physciacearum","","","","","","","","","","","Diederich","","","","","","Lichen"
"SZTS","","SZTS","Szczawinskia tsugae","","Szczawinskia","","tsugae","","","","","","","","","","","Funk","","","","","tsuga szczawinskia lichen","Lichen"
"TABI2","","TABI2","Tapellaria bilimbioides","","Tapellaria","","bilimbioides","","","","","","","","","","","R. Sant.","","","","","tapellaria lichen","Lichen"
"TAEP","","TAEP","Tapellaria epiphylla","","Tapellaria","","epiphylla","","","","","","","","","","","(Müll. Arg.) R. Sant.","","","","","tapellaria lichen","Lichen"
"TANA2","","TANA2","Tapellaria nana","","Tapellaria","","nana","","","","","","","","","","","(Fée) R. Sant.","","","","","tapellaria lichen","Lichen"
"TEAR6","","TEAR6","Teloschistes arcticus","","Teloschistes","","arcticus","","","","","","","","","","","Zahlbr.","","","","","arctic teloschistes lichen","Lichen"
"TECA17","","TECA17","Teloschistes californicus","","Teloschistes","","californicus","","","","","","","","","","","Sipman","","","","","","Lichen"
"TECH2","","TECH2","Teloschistes chrysophthalmus","","Teloschistes","","chrysophthalmus","","","","","","","","","","","(L.) Th. Fr.","","","","","teloschistes lichen","Lichen"
"TECO8","","TECO8","Teloschistes contortuplicatus","","Teloschistes","","contortuplicatus","","","","","","","","","","","(Ach.) Clauzade & Rondon ex Vezda","","","","","teloschistes lichen","Lichen"
"TEEX2","","TEEX2","Teloschistes exilis","","Teloschistes","","exilis","","","","","","","","","","","(Michx.) Vain.","","","","","teloschistes lichen","Lichen"
"TEFL4","","TEFL4","Teloschistes flavicans","","Teloschistes","","flavicans","","","","","","","","","","","(Sw.) Norman","","","","","teloschistes lichen","Lichen"
"TEAG60","","TEAG60","Tephromela aglaea","","Tephromela","","aglaea","","","","","","","","","","","(Sommerf.) Hertel & Rambold","","","","","tephromela lichen","Lichen"
"TEAG2","","TEAG2","Tephromela aglaeida","","Tephromela","","aglaeida","","","","","","","","","","","Nyl., nom. inq.","","","","","","Lichen"
