"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"SNOWD","","SNOWD","Snowdenia","","Snowdenia","","","","","","","","","","","","","C.E. Hubb.","","","","","","Monocot","Snowdenia","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOBRA","","SOBRA","Sobralia","","Sobralia","","","","","","","","","","","","","Ruiz & Pav.","","","","","sobralia","Monocot","Sobralia","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLAN2","","SOLAN2","Solandra","","Solandra","","","","","","","","","","","","","Sw.","","","","","solandra","Dicot","Solandra","Solanaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLAN","","SOLAN","Solanum","","Solanum","","","","","","","","","","","","","L.","","","","","nightshade","Dicot","Solanum","Solanaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLEI","","SOLEI","Soleirolia","","Soleirolia","","","","","","","","","","","","","Gaudich.","","","","","soleirolia","Dicot","Soleirolia","Urticaceae","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLEN","","SOLEN","Solenospora","","Solenospora","","","","","","","","","","","","","A. Massal.","","","","","solenospora lichen","Lichen","Solenospora","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOCA16","","SOCA16","Solenospora candicans","","Solenospora","","candicans","","","","","","","","","","","(Dicks.) J. Steiner","","","","","solenospora lichen","Lichen","Solenospora","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOCR2","","SOCR2","Solenospora crenata","","Solenospora","","crenata","","","","","","","","","","","(Herre) Zahlbr.","","","","","solenospora lichen","Lichen","Solenospora","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOHO3","","SOHO3","Solenospora holophaea","","Solenospora","","holophaea","","","","","","","","","","","(Mont.) G. Sampaio","","","","","solenospora lichen","Lichen","Solenospora","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOLEN2","","SOLEN2","Solenostemon","","Solenostemon","","","","","","","","","","","","","Thonn.","","","","","solenostemon","Dicot","Solenostemon","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLID","","SOLID","Solidago","","Solidago","","","","","","","","","","","","","L.","","","","","goldenrod","Dicot","Solidago","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLIV","","SOLIV","Soliva","","Soliva","","","","","","","","","","","","","Ruiz & Pav.","","","","","burrweed","Dicot","Soliva","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLLY","","SOLLY","Sollya","","Sollya","","","","","","","","","","","","","Lindl.","","","","","sollya","Dicot","Sollya","Pittosporaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOLMS","","SOLMS","Solmsiella","","Solmsiella","","","","","","","","","","","","","Müll. Hal.","","","","","Solmsiella moss","Moss","Solmsiella","Erpodiaceae","Orthotrichales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"SOLOR2","","SOLOR2","Solorina","","Solorina","","","","","","","","","","","","","Ach.","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOBI60","","SOBI60","Solorina bispora","","Solorina","","bispora","","","","","","","","","","","Nyl.","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOCR60","","SOCR60","Solorina crocea","","Solorina","","crocea","","","","","","","","","","","(L.) Ach.","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOOC5","","SOOC5","Solorina octospora","","Solorina","","octospora","","","","","","","","","","","(Arnold) Arnold","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOSA60","","SOSA60","Solorina saccata","","Solorina","","saccata","","","","","","","","","","","(L.) Ach.","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOSP60","","SOSP60","Solorina spongiosa","","Solorina","","spongiosa","","","","","","","","","","","(Ach.) Anzi","","","","","chocolate chip lichen","Lichen","Solorina","Peltigeraceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOLOR3","","SOLOR3","Solorinella","","Solorinella","","","","","","","","","","","","","Anzi","","","","","solorinella lichen","Lichen","Solorinella","Solorinellaceae","Ostropales","","Ascomycetes","","Ascomycota","","","Fungi"
"SOAS3","","SOAS3","Solorinella asteriscus","","Solorinella","","asteriscus","","","","","","","","","","","Anzi","","","","","solorinella lichen","Lichen","Solorinella","Solorinellaceae","Ostropales","","Ascomycetes","","Ascomycota","","","Fungi"
"SONCH","","SONCH","Sonchus","","Sonchus","","","","","","","","","","","","","L.","","","","","sowthistle","Dicot","Sonchus","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SONNE","","SONNE","Sonneratia","","Sonneratia","","","","","","","","","","","","","L. f.","","","","","","Dicot","Sonneratia","Sonneratiaceae","Magnoliales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOPHO","","SOPHO","Sophora","","Sophora","","","","","","","","","","","","","L.","","","","","necklacepod","Dicot","Sophora","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOPUB","","SOPUB","Sopubia","","Sopubia","","","","","","","","","","","","","Buchenau-Ham. ex D.Don","","","","","","Dicot","Sopubia","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SORBA","","SORBA","Sorbaria","","Sorbaria","","","","","","","","","","","","","(Ser. ex DC.) A. Braun","","","","","false spiraea","Dicot","Sorbaria","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SORBU","","SORBU","Sorbus","","Sorbus","","","","","","","","","","","","","L.","","","","","mountain ash","Dicot","Sorbus","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SORGH","","SORGH","Sorghastrum","","Sorghastrum","","","","","","","","","","","","","Nash","","","","","Indiangrass","Monocot","Sorghastrum","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SORGH2","","SORGH2","Sorghum","","Sorghum","","","","","","","","","","","","","Moench","","","","","sorghum","Monocot","Sorghum","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SOULA","","SOULA","Soulamea","","Soulamea","","","","","","","","","","","","","Lam.","","","","","","","Soulamea","Simaroubaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPARA2","","SPARA2","Sparaxis","","Sparaxis","","","","","","","","","","","","","Ker Gawl.","","","","","wandflower","Monocot","Sparaxis","Iridaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPARG","","SPARG","Sparganium","","Sparganium","","","","","","","","","","","","","L.","","","","","bur-reed","Monocot","Sparganium","Sparganiaceae","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPART","","SPART","Spartina","","Spartina","","","","","","","","","","","","","Schreb.","","","","","cordgrass","Monocot","Spartina","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPART2","","SPART2","Spartium","","Spartium","","","","","","","","","","","","","L.","","","","","broom","Dicot","Spartium","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPATH4","","SPATH4","Spathiphyllum","","Spathiphyllum","","","","","","","","","","","","","Schott","","","","","spathiphyllum","Monocot","Spathiphyllum","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPATH","","SPATH","Spathodea","","Spathodea","","","","","","","","","","","","","P. Beauv.","","","","","spathodea","Dicot","Spathodea","Bignoniaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPATH2","","SPATH2","Spathoglottis","","Spathoglottis","","","","","","","","","","","","","Blume","","","","","ground orchid","Monocot","Spathoglottis","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPEER","","SPEER","Speerschneidera","","Speerschneidera","","","","","","","","","","","","","Trevis.","","","","","speerschneidera lichen","Lichen","Speerschneidera","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPEU2","","SPEU2","Speerschneidera euploca","","Speerschneidera","","euploca","","","","","","","","","","","(Tuck.) Trevis.","","","","","speerschneidera lichen","Lichen","Speerschneidera","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPERG","","SPERG","Spergula","","Spergula","","","","","","","","","","","","","L.","","","","","spurry","Dicot","Spergula","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPERG2","","SPERG2","Spergularia","","Spergularia","","","","","","","","","","","","","(Pers.) J. Presl & C. Presl","","","","","sandspurry","Dicot","Spergularia","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPERM","","SPERM","Spermacoce","","Spermacoce","","","","","","","","","","","","","L.","","","","","false buttonweed","Dicot","Spermacoce","Rubiaceae","Rubiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPERM2","","SPERM2","Spermolepis","","Spermolepis","","","","","","","","","","","","","Raf.","","","","","scaleseed","Dicot","Spermolepis","Apiaceae","Apiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHAE","","SPHAE","Sphaeralcea","","Sphaeralcea","","","","","","","","","","","","","A. St.-Hil.","","","","","globemallow","Dicot","Sphaeralcea","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHAE5","","SPHAE5","Sphaerellothecium","","Sphaerellothecium","","","","","","","","","","","","","Zopf","","","","","sphaerellothecium lichen","Lichen","Sphaerellothecium","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPAB","","SPAB","Sphaerellothecium abditum","","Sphaerellothecium","","abditum","","","","","","","","","","","Triebel","","","","","","Lichen","Sphaerellothecium","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPAR8","","SPAR8","Sphaerellothecium araneosum","","Sphaerellothecium","","araneosum","","","","","","","","","","","(Rehm ex Arnold) Zopf","","","","","","Lichen","Sphaerellothecium","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPCO13","","SPCO13","Sphaerellothecium contextum","","Sphaerellothecium","","contextum","","","","","","","","","","","Triebel","","","","","sphaerellothecium lichen","Lichen","Sphaerellothecium","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPMI11","","SPMI11","Sphaerellothecium minutum","","Sphaerellothecium","","minutum","","","","","","","","","","","Hafellner","","","","","","Lichen","Sphaerellothecium","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPHAE4","","SPHAE4","Sphaerocarpos","","Sphaerocarpos","","","","","","","","","","","","","Boehm.","","","","","","Liverwort","Sphaerocarpos","Sphaerocarpaceae","Sphaerocarpales","Marchantiae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"SPHAE3","","SPHAE3","Sphaeromeria","","Sphaeromeria","","","","","","","","","","","","","Nutt.","","","","","chickensage","Dicot","Sphaeromeria","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHAE7","","SPHAE7","Sphaerophorus","","Sphaerophorus","","","","","","","","","","","","","Pers.","","","","","ball lichen","Lichen","Sphaerophorus","Sphaerophoraceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPFR60","","SPFR60","Sphaerophorus fragilis","","Sphaerophorus","","fragilis","","","","","","","","","","","(L.) Pers.","","","","","fragile ball lichen","Lichen","Sphaerophorus","Sphaerophoraceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPGL60","","SPGL60","Sphaerophorus globosus","","Sphaerophorus","","globosus","","","","","","","","","","","(Huds.) Vain.","","","","","globe ball lichen","Lichen","Sphaerophorus","Sphaerophoraceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPHAE2","","SPHAE2","Sphaerophysa","","Sphaerophysa","","","","","","","","","","","","","DC.","","","","","sphaerophysa","Dicot","Sphaerophysa","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHAE9","","SPHAE9","Sphaerostephanos","","Sphaerostephanos","","","","","","","","","","","","","","","","","","","Fern","Sphaerostephanos","Thelypteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"SPHE8","","SPHE8","Sphaerostephanos heterocarpus","","Sphaerostephanos","","heterocarpus","","","","","","","","","","","(Blume) Holttum","","","","","","Fern","Sphaerostephanos","Thelypteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"SPMA14","","SPMA14","Sphaerostephanos maemonensis","","Sphaerostephanos","","maemonensis","","","","","","","","","","","(W.H. Wagner & Grether) Holttum","","","","","","Fern","Sphaerostephanos","Thelypteridaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"SPHAE8","","SPHAE8","Sphaerulina","","Sphaerulina","","","","","","","","","","","","","Sacc.","","","","","","Lichen","Sphaerulina","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPDO3","","SPDO3","Sphaerulina dolichotera","","Sphaerulina","","dolichotera","","","","","","","","","","","(Nyl.) Vouax","","","","","","Lichen","Sphaerulina","Mycosphaerellaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPHAG3","","SPHAG3","Sphagneticola","","Sphagneticola","","","","","","","","","","","","","O. Hoffm.","","","","","creeping-oxeye","Dicot","Sphagneticola","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHAG2","","SPHAG2","Sphagnum","","Sphagnum","","","","","","","","","","","","","L.","","","","","sphagnum","Moss","Sphagnum","Sphagnaceae","Sphagnales","Sphagnidae","Sphagnopsida","Musci","Bryophyta","","","Plantae"
"SPHEN5","","SPHEN5","Sphenoclea","","Sphenoclea","","","","","","","","","","","","","Gaertn.","","","","","sphenoclea","Dicot","Sphenoclea","Sphenocleaceae","Campanulales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHEN6","","SPHEN6","Sphenolobopsis","","Sphenolobopsis","","","","","","","","","","","","","R.M. Schust. & N. Kitag.","","","","","","Liverwort","Sphenolobopsis","Jungermanniaceae","Jungermanniales","Jungermanniae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"SPHEN","","SPHEN","Sphenopholis","","Sphenopholis","","","","","","","","","","","","","Scribn.","","","","","wedgescale","Monocot","Sphenopholis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHEN2","","SPHEN2","Sphenosciadium","","Sphenosciadium","","","","","","","","","","","","","A. Gray","","","","","sphenosciadium","Dicot","Sphenosciadium","Apiaceae","Apiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHEN7","","SPHEN7","Sphenostylis","","Sphenostylis","","","","","","","","","","","","","E. Meyer","","","","","sphenostylis","Dicot","Sphenostylis","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHIN","","SPHIN","Sphinctospermum","","Sphinctospermum","","","","","","","","","","","","","Rose","","","","","sphinctospermum","Dicot","Sphinctospermum","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPHIN2","","SPHIN2","Sphinctrina","","Sphinctrina","","","","","","","","","","","","","Fr.","","","","","sphinctrina lichen","Lichen","Sphinctrina","Sphinctrinaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPAN8","","SPAN8","Sphinctrina anglica","","Sphinctrina","","anglica","","","","","","","","","","","Nyl.","","","","","sphinctrina lichen","Lichen","Sphinctrina","Sphinctrinaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPLE4","","SPLE4","Sphinctrina leucopoda","","Sphinctrina","","leucopoda","","","","","","","","","","","Nyl.","","","","","sphinctrina lichen","Lichen","Sphinctrina","Sphinctrinaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPTU2","","SPTU2","Sphinctrina tubiformis","","Sphinctrina","","tubiformis","","","","","","","","","","","A. Massal.","","","","","sphinctrina lichen","Lichen","Sphinctrina","Sphinctrinaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPTU3","","SPTU3","Sphinctrina turbinata","","Sphinctrina","","turbinata","","","","","","","","","","","(Pers. ex Fr.) De Not.","","","","","sphinctrina lichen","Lichen","Sphinctrina","Sphinctrinaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPIGE","","SPIGE","Spigelia","","Spigelia","","","","","","","","","","","","","L.","","","","","pinkroot","Dicot","Spigelia","Loganiaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPILA","","SPILA","Spilanthes","","Spilanthes","","","","","","","","","","","","","Jacq.","","","","","spilanthes","Dicot","Spilanthes","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPILO","","SPILO","Spilonema","","Spilonema","","","","","","","","","","","","","Bornet","","","","","spilonema lichen","Lichen","Spilonema","Coccocarpiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPDE4","","SPDE4","Spilonema dendroides","","Spilonema","","dendroides","","","","","","","","","","","Henssen","","","","","tree spilonema lichen","Lichen","Spilonema","Coccocarpiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPPA10","","SPPA10","Spilonema paradoxum","","Spilonema","","paradoxum","","","","","","","","","","","Bornet","","","","","paradox spilonema lichen","Lichen","Spilonema","Coccocarpiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPRE2","","SPRE2","Spilonema revertens","","Spilonema","","revertens","","","","","","","","","","","Nyl.","","","","","spilonema lichen","Lichen","Spilonema","Coccocarpiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPINA","","SPINA","Spinacia","","Spinacia","","","","","","","","","","","","","L.","","","","","spinach","Dicot","Spinacia","Chenopodiaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPINI3","","SPINI3","Spinifex","","Spinifex","","","","","","","","","","","","","L.","","","","","","Monocot","Spinifex","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPIRA3","","SPIRA3","Spiracantha","","Spiracantha","","","","","","","","","","","","","Kunth","","","","","dogwoodleaf","Dicot","Spiracantha","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPIRA","","SPIRA","Spiraea","","Spiraea","","","","","","","","","","","","","L.","","","","","spirea","Dicot","Spiraea","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPIRA5","","SPIRA5","Spiraeanthus","","Spiraeanthus","","","","","","","","","","","","","Maxim.","","","","","","Dicot","Spiraeanthus","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPIRA2","","SPIRA2","Spiranthes","","Spiranthes","","","","","","","","","","","","","Rich.","","","","","lady's tresses","Monocot","Spiranthes","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPIRO","","SPIRO","Spirodela","","Spirodela","","","","","","","","","","","","","Schleid.","","","","","duckmeat","Monocot","Spirodela","Lemnaceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPLAC2","","SPLAC2","Splachnobryum","","Splachnobryum","","","","","","","","","","","","","Müll. Hal.","","","","","splachnobryum moss","Moss","Splachnobryum","Splachnobryaceae","Funariales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"SPLAC","","SPLAC","Splachnum","","Splachnum","","","","","","","","","","","","","Hedw.","","","","","splachnum dung moss","Moss","Splachnum","Splachnaceae","Funariales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"SPODI2","","SPODI2","Spodiopogon","","Spodiopogon","","","","","","","","","","","","","Trin.","","","","","","Monocot","Spodiopogon","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPOND","","SPOND","Spondias","","Spondias","","","","","","","","","","","","","L.","","","","","mombin","Dicot","Spondias","Anacardiaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPORA","","SPORA","Sporastatia","","Sporastatia","","","","","","","","","","","","","A. Massal.","","","","","sporastatia lichen","Lichen","Sporastatia","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPPO5","","SPPO5","Sporastatia polyspora","","Sporastatia","","polyspora","","","","","","","","","","","(Nyl.) Grummann","","","","","sporastatia lichen","Lichen","Sporastatia","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPTE10","","SPTE10","Sporastatia testudinea","","Sporastatia","","testudinea","","","","","","","","","","","(Ach.) A. Massal.","","","","","sporastatia lichen","Lichen","Sporastatia","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPORO","","SPORO","Sporobolus","","Sporobolus","","","","","","","","","","","","","R. Br.","","","","","dropseed","Monocot","Sporobolus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SPORO2","","SPORO2","Sporopodium","","Sporopodium","","","","","","","","","","","","","Mont.","","","","","sporopodium lichen","Lichen","Sporopodium","Ectolechiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPPH","","SPPH","Sporopodium phyllocharis","","Sporopodium","","phyllocharis","","","","","","","","","","","(Mont.) A. Massal.","","","","","sporopodium lichen","Lichen","Sporopodium","Ectolechiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SPREK","","SPREK","Sprekelia","","Sprekelia","","","","","","","","","","","","","Heist.","","","","","Jacobean Lily","Monocot","Sprekelia","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"SQUAM","","SQUAM","Squamarina","","Squamarina","","","","","","","","","","","","","Poelt","","","","","rim lichen","Lichen","Squamarina","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SQCA","","SQCA","Squamarina cartilaginea","","Squamarina","","cartilaginea","","","","","","","","","","","(With.) P. James","","","","","rim lichen","Lichen","Squamarina","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SQDE","","SQDE","Squamarina degelii","","Squamarina","","degelii","","","","","","","","","","","Frey & Poelt","","","","","Degel's rim lichen","Lichen","Squamarina","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"SQLE","","SQLE","Squamarina lentigera","","Squamarina","","lentigera","","","","","","","","","","","(Weber) Poelt","","","","","rim lichen","Lichen","Squamarina","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STACH3","","STACH3","Stachydeoma","","Stachydeoma","","","","","","","","","","","","","Small","","","","","mock pennyroyal","Dicot","Stachydeoma","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STACH","","STACH","Stachys","","Stachys","","","","","","","","","","","","","L.","","","","","hedgenettle","Dicot","Stachys","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STACH2","","STACH2","Stachytarpheta","","Stachytarpheta","","","","","","","","","","","","","Vahl","","","","","porterweed","Dicot","Stachytarpheta","Verbenaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STACK","","STACK","Stackhousia","","Stackhousia","","","","","","","","","","","","","Sm.","","","","","","Dicot","Stackhousia","Stackhousiaceae","Celastrales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STAHL","","STAHL","Stahlia","","Stahlia","","","","","","","","","","","","","Bello","","","","","stahlia","Dicot","Stahlia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STANF","","STANF","Stanfordia","","Stanfordia","","","","","","","","","","","","","S. Watson","","","","","stanfordia","Dicot","Stanfordia","Brassicaceae","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STANH2","","STANH2","Stanhopea","","Stanhopea","","","","","","","","","","","","","J. Frost ex Hook.","","","","","stanhopea","Monocot","Stanhopea","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STANL","","STANL","Stanleya","","Stanleya","","","","","","","","","","","","","Nutt.","","","","","princesplume","Dicot","Stanleya","Brassicaceae","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
