"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"DESMO2","","DESMO2","Desmostachya","","Desmostachya","","","","","","","","","","","","","(Stapf) Stapf","","","","","","Monocot","Desmostachya","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DEUTZ","","DEUTZ","Deutzia","","Deutzia","","","","","","","","","","","","","Thunb.","","","","","pride-of-Rochester","Dicot","Deutzia","Hydrangeaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIALI","","DIALI","Dialium","","Dialium","","","","","","","","","","","","","L.","","","","","dialium","Dicot","Dialium","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIAMO","","DIAMO","Diamorpha","","Diamorpha","","","","","","","","","","","","","Nutt.","","","","","diamorpha","Dicot","Diamorpha","Crassulaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIANE","","DIANE","Dianella","","Dianella","","","","","","","","","","","","","Lam.","","","","","dianella","Monocot","Dianella","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIANT","","DIANT","Dianthus","","Dianthus","","","","","","","","","","","","","L.","","","","","pink","Dicot","Dianthus","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIAPE","","DIAPE","Diapensia","","Diapensia","","","","","","","","","","","","","L.","","","","","diapensia","Dicot","Diapensia","Diapensiaceae","Diapensiales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIARR","","DIARR","Diarrhena","","Diarrhena","","","","","","","","","","","","","P. Beauv.","","","","","beakgrain","Monocot","Diarrhena","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIBAE","","DIBAE","Dibaeis","","Dibaeis","","","","","","","","","","","","","Clem.","","","","","","Lichen","Dibaeis","Baeomycetaceae","Leotiales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIAB2","","DIAB2","Dibaeis absoluta","","Dibaeis","","absoluta","","","","","","","","","","","(Tuck.) Kalb & Gierl","","","","","","Lichen","Dibaeis","Baeomycetaceae","Leotiales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIBA4","","DIBA4","Dibaeis baeomyces","","Dibaeis","","baeomyces","","","","","","","","","","","(L. f.) Rambold & Hertel","","","","","","Lichen","Dibaeis","Baeomycetaceae","Leotiales","","Ascomycetes","","Ascomycota","","","Fungi"
"DICEN","","DICEN","Dicentra","","Dicentra","","","","","","","","","","","","","Bernh.","","","","","bleeding heart","Dicot","Dicentra","Fumariaceae","Papaverales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICER","","DICER","Dicerandra","","Dicerandra","","","","","","","","","","","","","Benth.","","","","","balm","Dicot","Dicerandra","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHA4","","DICHA4","Dichaea","","Dichaea","","","","","","","","","","","","","Lindl.","","","","","leafystem orchid","Monocot","Dichaea","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHA","","DICHA","Dichaetophora","","Dichaetophora","","","","","","","","","","","","","A. Gray","","","","","dichaetophora","Dicot","Dichaetophora","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHA2","","DICHA2","Dichanthelium","","Dichanthelium","","","","","","","","","","","","","(Hitchc. & Chase) Gould","","","","","rosette grass","Monocot","Dichanthelium","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHA3","","DICHA3","Dichanthium","","Dichanthium","","","","","","","","","","","","","Willem.","","","","","bluestem","Monocot","Dichanthium","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHE","","DICHE","Dichelachne","","Dichelachne","","","","","","","","","","","","","Endl.","","","","","plumegrass","Monocot","Dichelachne","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHE2","","DICHE2","Dichelostemma","","Dichelostemma","","","","","","","","","","","","","Kunth","","","","","snakelily","Monocot","Dichelostemma","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHE3","","DICHE3","Dichelyma","","Dichelyma","","","","","","","","","","","","","Myr.","","","","","dichelyma moss","Moss","Dichelyma","Fontinalaceae","Isobryales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICHO2","","DICHO2","Dichodontium","","Dichodontium","","","","","","","","","","","","","Schimp.","","","","","dichodontium moss","Moss","Dichodontium","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICHO","","DICHO","Dichondra","","Dichondra","","","","","","","","","","","","","J.R. Forst. & G. Forst.","","","","","ponysfoot","Dicot","Dichondra","Convolvulaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHR3","","DICHR3","Dichromanthus","","Dichromanthus","","","","","","","","","","","","","Garay","","","","","lady's tresses","Monocot","Dichromanthus","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICHR2","","DICHR2","Dichrostachys","","Dichrostachys","","","","","","","","","","","","","(DC.) Wight & Arn.","","","","","dichrostachys","Dicot","Dichrostachys","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICKS","","DICKS","Dicksonia","","Dicksonia","","","","","","","","","","","","","L'Hér.","","","","","tree fern","Fern","Dicksonia","Dicksoniaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"DICLI","","DICLI","Dicliptera","","Dicliptera","","","","","","","","","","","","","Juss.","","","","","foldwing","Dicot","Dicliptera","Acanthaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICOR","","DICOR","Dicoria","","Dicoria","","","","","","","","","","","","","Torr. ex A. Gray","","","","","twinbugs","Dicot","Dicoria","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICRA4","","DICRA4","Dicranella","","Dicranella","","","","","","","","","","","","","(Müll. Hal.) Schimp.","","","","","dicranella moss","Moss","Dicranella","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICRA","","DICRA","Dicranocarpus","","Dicranocarpus","","","","","","","","","","","","","A. Gray","","","","","dicranocarpus","Dicot","Dicranocarpus","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICRA5","","DICRA5","Dicranodontium","","Dicranodontium","","","","","","","","","","","","","Bruch & Schimp.","","","","","dicranodontium moss","Moss","Dicranodontium","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICRA2","","DICRA2","Dicranopteris","","Dicranopteris","","","","","","","","","","","","","Bernh.","","","","","forkedfern","Fern","Dicranopteris","Gleicheniaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"DICRA7","","DICRA7","Dicranoweisia","","Dicranoweisia","","","","","","","","","","","","","Lindb. ex Milde","","","","","dicranoweisia moss","Moss","Dicranoweisia","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICRA8","","DICRA8","Dicranum","","Dicranum","","","","","","","","","","","","","Hedw.","","","","","dicranum moss","Moss","Dicranum","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DICTA","","DICTA","Dictamnus","","Dictamnus","","","","","","","","","","","","","L.","","","","","dictamnus","Dicot","Dictamnus","Rutaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DICTY","","DICTY","Dictyonema","","Dictyonema","","","","","","","","","","","","","C. Agardh","","","","","dictyonema lichen","Lichen","Dictyonema","Corticiaceae","Stereales","Holobasidiomycetidae","Basidiomycetes","","Basidiomycota","","","Fungi"
"DIGL6","","DIGL6","Dictyonema glabratum","","Dictyonema","","glabratum","","","","","","","","","","","(Spreng.) D. Hawksw.","","","","","dictyonema lichen","Lichen","Dictyonema","Corticiaceae","Stereales","Holobasidiomycetidae","Basidiomycetes","","Basidiomycota","","","Fungi"
"DIMO10","","DIMO10","Dictyonema moorei","","Dictyonema","","moorei","","","","","","","","","","","(Nyl.) Henssen","","","","","","Lichen","Dictyonema","Corticiaceae","Stereales","Holobasidiomycetidae","Basidiomycetes","","Basidiomycota","","","Fungi"
"DISE15","","DISE15","Dictyonema sericeum","","Dictyonema","","sericeum","","","","","","","","","","","(Sw.) Berk.","","","","","dictyonema lichen","Lichen","Dictyonema","Corticiaceae","Stereales","Holobasidiomycetidae","Basidiomycetes","","Basidiomycota","","","Fungi"
"DIDIP","","DIDIP","Didiplis","","Didiplis","","","","","","","","","","","","","Raf.","","","","","didiplis","Dicot","Didiplis","Lythraceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIDYM2","","DIDYM2","Didymodon","","Didymodon","","","","","","","","","","","","","Hedw.","","","","","didymodon moss","Moss","Didymodon","Pottiaceae","Pottiales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"DIDYM3","","DIDYM3","Didymoplexis","","Didymoplexis","","","","","","","","","","","","","Griff.","","","","","","Monocot","Didymoplexis","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIFI4","","DIFI4","Didymoplexis fimbriata","","Didymoplexis","","fimbriata","","","","","","","","","","","Schltr.","","","","","","Monocot","Didymoplexis","","","","","","","","",""
"DIECT","","DIECT","Diectomis","","Diectomis","","","","","","","","","","","","","Kunth","","","","","foldedleaf grass","Monocot","Diectomis","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIEFF","","DIEFF","Dieffenbachia","","Dieffenbachia","","","","","","","","","","","","","Schott","","","","","dieffenbachia","Monocot","Dieffenbachia","Araceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIELL","","DIELL","Diellia","","Diellia","","","","","","","","","","","","","Brack.","","","","","island spleenwort","Fern","Diellia","Aspleniaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"DIENI","","DIENI","Dienia","","Dienia","","","","","","","","","","","","","Lindl.","","","","","","","Dienia","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIERV","","DIERV","Diervilla","","Diervilla","","","","","","","","","","","","","Mill.","","","","","bush honeysuckle","Dicot","Diervilla","Caprifoliaceae","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIETE","","DIETE","Dietes","","Dietes","","","","","","","","","","","","","Salisb. ex Klatt","","","","","dietes","Monocot","Dietes","Iridaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIGER","","DIGER","Digera","","Digera","","","","","","","","","","","","","Forssk.","","","","","false amaranth","Dicot","Digera","Amaranthaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIGIT","","DIGIT","Digitalis","","Digitalis","","","","","","","","","","","","","L.","","","","","foxglove","Dicot","Digitalis","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIGIT2","","DIGIT2","Digitaria","","Digitaria","","","","","","","","","","","","","Haller","","","","","crabgrass","Monocot","Digitaria","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DILLE2","","DILLE2","Dillenia","","Dillenia","","","","","","","","","","","","","L.","","","","","dillenia","Dicot","Dillenia","Dilleniaceae","Dilleniales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DILLW","","DILLW","Dillwynia","","Dillwynia","","","","","","","","","","","","","Sm.","","","","","","Dicot","Dillwynia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DILOM","","DILOM","Dilomilis","","Dilomilis","","","","","","","","","","","","","Raf.","","","","","dilomilis","Monocot","Dilomilis","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIMEL","","DIMEL","Dimelaena","","Dimelaena","","","","","","","","","","","","","Norman","","","","","mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DICA20","","DICA20","Dimelaena californica","","Dimelaena","","californica","","","","","","","","","","","(H. Magn.) Sheard","","","","","California mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIOR4","","DIOR4","Dimelaena oreina","","Dimelaena","","oreina","","","","","","","","","","","(Ach.) Norman","","","","","mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIRA4","","DIRA4","Dimelaena radiata","","Dimelaena","","radiata","","","","","","","","","","","(Tuck.) Müll. Arg.","","","","","mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DITH2","","DITH2","Dimelaena thysanota","","Dimelaena","","thysanota","","","","","","","","","","","(Tuck.) Hale & W.L. Culb.","","","","","mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIWE2","","DIWE2","Dimelaena weberi","","Dimelaena","","weberi","","","","","","","","","","","Sheard","","","","","Weber's mountain lichen","Lichen","Dimelaena","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIMER2","","DIMER2","Dimerella","","Dimerella","","","","","","","","","","","","","Trevis.","","","","","dimerella lichen","Lichen","Dimerella","Gyalectaceae","Gyalectales","","Ascomycetes","","Ascomycota","","","Fungi"
"DILU3","","DILU3","Dimerella lutea","","Dimerella","","lutea","","","","","","","","","","","(Dicks.) Trevis.","","","","","dimerella lichen","Lichen","Dimerella","Gyalectaceae","Gyalectales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIPI5","","DIPI5","Dimerella pineti","","Dimerella","","pineti","","","","","","","","","","","(Schrad. ex Ach.) Vezda","","","","","dimerella lichen","Lichen","Dimerella","Gyalectaceae","Gyalectales","","Ascomycetes","","Ascomycota","","","Fungi"
"DIMER","","DIMER","Dimeresia","","Dimeresia","","","","","","","","","","","","","A. Gray","","","","","dimeresia","Dicot","Dimeresia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIMER3","","DIMER3","Dimeria","","Dimeria","","","","","","","","","","","","","R. Br.","","","","","","Monocot","Dimeria","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIMOC","","DIMOC","Dimocarpus","","Dimocarpus","","","","","","","","","","","","","Lour.","","","","","dimocarpus","Dicot","Dimocarpus","Sapindaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIMOR","","DIMOR","Dimorphocarpa","","Dimorphocarpa","","","","","","","","","","","","","Rollins","","","","","spectaclepod","Dicot","Dimorphocarpa","Brassicaceae","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIMOR3","","DIMOR3","Dimorphotheca","","Dimorphotheca","","","","","","","","","","","","","Moench","","","","","Cape marigold","Dicot","Dimorphotheca","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DINEB","","DINEB","Dinebra","","Dinebra","","","","","","","","","","","","","Jacq.","","","","","viper grass","Monocot","Dinebra","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"DIOCL","","DIOCL","Dioclea","","Dioclea","","","","","","","","","","","","","Kunth","","","","","dioclea","Dicot","Dioclea","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
