"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","PLANTS Floristic Area","State and Province","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Duration","Growth Habit","Native Status","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status","National Wetland Indicator Status","Image Gallery","Fact Sheets","Plant Guides","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"PHTR5","","PHTR5","Physcia tribacia","","Physcia","","tribacia","","","","","","","","","","","(Ach.) Nyl.","","","","","rosette lichen","NA (L48)","","Lichen","Physcia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHUN2","","PHUN2","Physcia undulata","","Physcia","","undulata","","","","","","","","","","","Moberg","","","","","","NA (L48)","","Lichen","Physcia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHCH4","","PHCH4","Physciella chloantha","","Physciella","","chloantha","","","","","","","","","","","(Ach.) Essl.","","","","","physciella","NA (L48)","","Lichen","Physciella","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHME7","","PHME7","Physciella melanchra","","Physciella","","melanchra","","","","","","","","","","","(Hue) Essl.","","","","","physciella","NA (L48)","","Lichen","Physciella","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHNE11","","PHNE11","Physciella nepalensis","","Physciella","","nepalensis","","","","","","","","","","","(Poelt) Essl.","","","","","Nepal physciella","NA (L48)","","Lichen","Physciella","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHAM16","","PHAM16","Physconia americana","","Physconia","","americana","","","","","","","","","","","Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHDE61","","PHDE61","Physconia detersa","","Physconia","","detersa","","","","","","","","","","","(Nyl.) Poelt","","","","","frosted lichen","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHEL6","","PHEL6","Physconia elegantula","","Physconia","","elegantula","","","","","","","","","","","Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHEN62","","PHEN62","Physconia enteroxantha","","Physconia","","enteroxantha","","","","","","","","","","","(Nyl.) Poelt","","","","","frosted lichen","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHIS2","","PHIS2","Physconia isidiigera","","Physconia","","isidiigera","","","","","","","","","","","(Zahlbr.) Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHKU","","PHKU","Physconia kurokawae","","Physconia","","kurokawae","","","","","","","","","","","Kashiw.","","","","","frosted lichen","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHLE20","","PHLE20","Physconia leucoleiptes","","Physconia","","leucoleiptes","","","","","","","","","","","(Tuck.) Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMU60","","PHMU60","Physconia muscigena","","Physconia","","muscigena","","","","","","","","","","","(Ach.) Poelt","","","","","frosted lichen","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHPE60","","PHPE60","Physconia perisidiosa","","Physconia","","perisidiosa","","","","","","","","","","","(Erichsen) Moberg","","","","","frosted lichen","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHSU20","","PHSU20","Physconia subpallida","","Physconia","","subpallida","","","","","","","","","","","Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHTH5","","PHTH5","Physconia thomsonii","","Physconia","","thomsonii","","","","","","","","","","","Essl.","","","","","","NA (L48)","","Lichen","Physconia","Physciaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHBY","","PHBY","Physma byrsaeum","","Physma","","byrsaeum","","","","","","","","","","","(Ach.) Müll. Arg.","","","","","physma lichen","NA (L48)","","Lichen","Physma","Collemataceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHCA28","","PHCA28","Physma cataractaecola","","Physma","","cataractaecola","","","","","","","","","","","de Lesd.","","","","","cataract physma lichen","NA (L48)","","Lichen","Physma","Collemataceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PICO10","","PICO10","Piccolia conspersa","","Piccolia","","conspersa","","","","","","","","","","","(Fée) Vain.","","","","","","NA (L48)","","Lichen","Piccolia","Biatorellaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIAC60","","PIAC60","Pilophorus acicularis","","Pilophorus","","acicularis","","","","","","","","","","","(Ach.) Th. Fr.","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PICE60","","PICE60","Pilophorus cereolus","","Pilophorus","","cereolus","","","","","","","","","","","(Ach.) Th. Fr.","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PICL3","","PICL3","Pilophorus clavatus","","Pilophorus","","clavatus","","","","","","","","","","","Th. Fr.","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIDO3","","PIDO3","Pilophorus dovrensis","","Pilophorus","","dovrensis","","","","","","","","","","","(Nyl.) Timdal, Hertel & Rambold","","","","","","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIFI2","","PIFI2","Pilophorus fibula","","Pilophorus","","fibula","","","","","","","","","","","(Tuck.) Th. Fr.","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PINI2","","PINI2","Pilophorus nigricaulis","","Pilophorus","","nigricaulis","","","","","","","","","","","Sato","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIRO60","","PIRO60","Pilophorus robustus","","Pilophorus","","robustus","","","","","","","","","","","Th. Fr.","","","","","robust nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIVE2","","PIVE2","Pilophorus vegae","","Pilophorus","","vegae","","","","","","","","","","","Krog","","","","","nail lichen","NA (L48)","","Lichen","Pilophorus","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLCE2","","PLCE2","Placidiopsis cervinula","","Placidiopsis","","cervinula","","","","","","","","","","","(Nyl.) Vain.","","","","","placidiopsis lichen","NA (L48)","","Lichen","Placidiopsis","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLCI5","","PLCI5","Placidiopsis cinerascens","","Placidiopsis","","cinerascens","","","","","","","","","","","(Nyl.) Breuss","","","","","","NA (L48)","","Lichen","Placidiopsis","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLMI2","","PLMI2","Placidiopsis minor","","Placidiopsis","","minor","","","","","","","","","","","R.C. Harris","","","","","placidiopsis lichen","NA (L48)","","Lichen","Placidiopsis","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLPS3","","PLPS3","Placidiopsis pseudocinerea","","Placidiopsis","","pseudocinerea","","","","","","","","","","","Breuss","","","","","placidiopsis lichen","NA (L48)","","Lichen","Placidiopsis","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLCR3","","PLCR3","Placopsis cribellans","","Placopsis","","cribellans","","","","","","","","","","","(Nyl.) Rasanen","","","","","bullseye lichen","NA (L48)","","Lichen","Placopsis","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLGE2","","PLGE2","Placopsis gelida","","Placopsis","","gelida","","","","","","","","","","","(L.) Lindsay","","","","","bullseye lichen","NA (L48)","","Lichen","Placopsis","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLRO7","","PLRO7","Placopsis roseonigra","","Placopsis","","roseonigra","","","","","","","","","","","Brodo","","","","","","NA (L48)","","Lichen","Placopsis","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLHY4","","PLHY4","Placynthiella hyporhoda","","Placynthiella","","hyporhoda","","","","","","","","","","","(Th. Fr.) Coppins & P. James","","","","","placynthiella lichen","NA (L48)","","Lichen","Placynthiella","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLIC","","PLIC","Placynthiella icmalea","","Placynthiella","","icmalea","","","","","","","","","","","(Ach.) Coppins & P. James","","","","","placynthiella lichen","NA (L48)","","Lichen","Placynthiella","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLOL2","","PLOL2","Placynthiella oligotropha","","Placynthiella","","oligotropha","","","","","","","","","","","(J.R. Laundon) Coppins & P. James","","","","","placynthiella lichen","NA (L48)","","Lichen","Placynthiella","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLUL","","PLUL","Placynthiella uliginosa","","Placynthiella","","uliginosa","","","","","","","","","","","(Schrad.) Coppins & P. James","","","","","placynthiella lichen","NA (L48)","","Lichen","Placynthiella","Trapeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLAS60","","PLAS60","Placynthium asperellum","","Placynthium","","asperellum","","","","","","","","","","","(Ach.) Trevis.","","","","","blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLFL3","","PLFL3","Placynthium flabellosum","","Placynthium","","flabellosum","","","","","","","","","","","(Tuck.) Zahlbr.","","","","","blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLNI60","","PLNI60","Placynthium nigrum","","Placynthium","","nigrum","","","","","","","","","","","(Huds.) A. Gray","","","","","blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLPE3","","PLPE3","Placynthium petersii","","Placynthium","","petersii","","","","","","","","","","","(Nyl.) Burnham","","","","","Peters' blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLST5","","PLST5","Placynthium stenophyllum","","Placynthium","","stenophyllum","","","","","","","","","","","(Tuck.) Fink","","","","","blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLSU3","","PLSU3","Placynthium subradiatum","","Placynthium","","subradiatum","","","","","","","","","","","(Nyl.) Arnold","","","","","blackthread lichen","NA (L48)","","Lichen","Placynthium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLGL60","","PLGL60","Platismatia glauca","","Platismatia","","glauca","","","","","","","","","","","(L.) W.L. Culb. & C.F. Culb.","","","","","ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLHE60","","PLHE60","Platismatia herrei","","Platismatia","","herrei","","","","","","","","","","","(Imshaug) W.L. Culb. & C.F. Culb.","","","","","Herre's ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLLA6","","PLLA6","Platismatia lacunosa","","Platismatia","","lacunosa","","","","","","","","","","","(Ach.) W.L. Culb. & C.F. Culb.","","","","","ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLNO60","","PLNO60","Platismatia norvegica","","Platismatia","","norvegica","","","","","","","","","","","(Lynge) W.L. Culb. & C.F. Culb.","","","","","Norwegian ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLST6","","PLST6","Platismatia stenophylla","","Platismatia","","stenophylla","","","","","","","","","","","(Tuck.) W.L. Culb. & C.F. Culb.","","","","","ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLTU","","PLTU","Platismatia tuckermanii","","Platismatia","","tuckermanii","","","","","","","","","","","(Oakes) W.L. Culb. & C.F. Culb.","","","","","Tuckerman's ragged lichen","NA (L48)","","Lichen","Platismatia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLIN9","","PLIN9","Platygraphopsis interrupta","","Platygraphopsis","","interrupta","","","","","","","","","","","(Fée) Müll. Arg.","","","","","platygraphopsis lichen","NA (L48)","","Lichen","Platygraphopsis","Uncertain Ascomycota Family","Uncertain Ascomycota Order","","Uncertain Ascomycota Class","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLLI5","","PLLI5","Plectocarpon lichenum","","Plectocarpon","","lichenum","","","","","","","","","","","(Sommerf.) D. Hawksw.","","","","","plectocarpon lichen","NA (L48)","","Lichen","Plectocarpon","Roccellaceae","Opegraphales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLNE4","","PLNE4","Plectocarpon nephromeum","","Plectocarpon","","nephromeum","","","","","","","","","","","(Norman) Sant.","","","","","","NA (L48)","","Lichen","Plectocarpon","Roccellaceae","Opegraphales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLCH4","","PLCH4","Pleopsidium chlorophanum","","Pleopsidium","","chlorophanum","","","","","","","","","","","(Wahlenb.) Zopf","","","","","","NA (L48)","","Lichen","Pleopsidium","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","Photo","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLFL4","","PLFL4","Pleopsidium flavum","","Pleopsidium","","flavum","","","","","","","","","","","(Bellardi) Körb.","","","","","","NA (L48)","","Lichen","Pleopsidium","Acarosporaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
