"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","Class","Division","Kingdom"
"CRUCI","","CRUCI","Crucianella","","Crucianella","","","","","","","","","","","","","L.","","","","","crucianella","Dicot","Crucianella","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAN11","","CRAN11","Crucianella angustifolia","","Crucianella","","angustifolia","","","","","","","","","","","L.","","","","","narrowleaf crucianella","Dicot","Crucianella","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRUCI2","","CRUCI2","Cruciata","","Cruciata","","","","","","","","","","","","","Mill.","","","","","bedstraw","Dicot","Cruciata","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRLA13","","CRLA13","Cruciata laevipes","","Cruciata","","laevipes","","","","","","","","","","","Opiz","","","","","smooth bedstraw","Dicot","Cruciata","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRPE10","","CRPE10","Cruciata pedemontana","","Cruciata","","pedemontana","","","","","","","","","","","(Bellardi) Ehrend.","","","","","piedmont bedstraw","Dicot","Cruciata","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRUDI","","CRUDI","Crudia","","Crudia","","","","","","","","","","","","","Schreb.","","","","","","Dicot","Crudia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCY","","CRCY","Crudia cynometroides","","Crudia","","cynometroides","","","","","","","","","","","Hosok.","","","","","karuspeagatt","Dicot","Crudia","Fabaceae","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"CRUMI","","CRUMI","Crumia","","Crumia","","","","","","","","","","","","","Schof.","","","","","crumia moss","Moss","Crumia","Pottiaceae","Pottiales","Bryopsida","Bryophyta","Plantae"
"CRDE4","","CRDE4","Crumia deciduidentata","","Crumia","","deciduidentata","","","","","","","","","","","Sharp & Z. Iwats.","","","","","crumia moss","Moss","Crumia","Pottiaceae","Pottiales","Bryopsida","Bryophyta","Plantae"
"CRLA10","","CRLA10","Crumia latifolia","","Crumia","","latifolia","","","","","","","","","","","(Kindb.) Schof.","","","","","wideleaf crumia moss","Moss","Crumia","Pottiaceae","Pottiales","Bryopsida","Bryophyta","Plantae"
"CRUPI","","CRUPI","Crupina","","Crupina","","","","","","","","","","","","","(Pers.) DC.","","","","","crupina","Dicot","Crupina","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CRVU2","","CRVU2","Crupina vulgaris","","Crupina","","vulgaris","","","","","","","","","","","Cass.","","","","","common crupina","Dicot","Crupina","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CRVUB","","CRVUB","Crupina vulgaris var. brachypappa","","Crupina","","vulgaris","","","","var.","","brachypappa","","","","","Cass.","P. Beauv.","","","","common crupina","Dicot","Crupina","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CRVUV","","CRVUV","Crupina vulgaris var. vulgaris","","Crupina","","vulgaris","","","","var.","","vulgaris","","","","","Cass.","Cass.","","","","common crupina","Dicot","Crupina","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CRUSE","","CRUSE","Crusea","","Crusea","","","","","","","","","","","","","Cham. & Schltdl.","","","","","mountain saucerflower","Dicot","Crusea","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRDI12","","CRDI12","Crusea diversifolia","","Crusea","","diversifolia","","","","","","","","","","","(Kunth) W.A. Anderson","","","","","mountain saucerflower","Dicot","Crusea","Rubiaceae","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRYPH","","CRYPH","Cryphaea","","Cryphaea","","","","","","","","","","","","","F. Weber","","","","","cryphaea moss","Moss","Cryphaea","Cryphaeaceae","Leucodontales","Bryopsida","Bryophyta","Plantae"
"CRFI4","","CRFI4","Cryphaea filiformis","","Cryphaea","","filiformis","","","","","","","","","","","(Hedw.) Brid.","","","","","filiform cryphaea moss","Moss","Cryphaea","Cryphaeaceae","Leucodontales","Bryopsida","Bryophyta","Plantae"
"CRGL12","","CRGL12","Cryphaea glomerata","","Cryphaea","","glomerata","","","","","","","","","","","Bruch & Schimp. ex Sull.","","","","","cryphaea moss","Moss","Cryphaea","Cryphaeaceae","Leucodontales","Bryopsida","Bryophyta","Plantae"
"CRNE8","","CRNE8","Cryphaea nervosa","","Cryphaea","","nervosa","","","","","","","","","","","(Hook. & Wilson) Müll. Hal.","","","","","cryphaea moss","Moss","Cryphaea","Cryphaeaceae","Leucodontales","Bryopsida","Bryophyta","Plantae"
"CRRA7","","CRRA7","Cryphaea ravenelii","","Cryphaea","","ravenelii","","","","","","","","","","","Austin","","","","","Ravenel's cryphaea moss","Moss","Cryphaea","Cryphaeaceae","Leucodontales","Bryopsida","Bryophyta","Plantae"
"CRYPS","","CRYPS","Crypsis","","Crypsis","","","","","","","","","","","","","Aiton","","","","","pricklegrass","Monocot","Crypsis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CRAL2","","CRAL2","Crypsis alopecuroides","","Crypsis","","alopecuroides","","","","","","","","","","","(Piller & Mitterp.) Schrad.","","","","","foxtail pricklegrass","Monocot","Crypsis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CRSC","","CRSC","Crypsis schoenoides","","Crypsis","","schoenoides","","","","","","","","","","","(L.) Lam.","","","","","swamp pricklegrass","Monocot","Crypsis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CRVA2","","CRVA2","Crypsis vaginiflora","","Crypsis","","vaginiflora","","","","","","","","","","","(Forssk.) Opiz","","","","","modest prickle grass","Monocot","Crypsis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CRYPT","","CRYPT","Cryptantha","","Cryptantha","","","","","","","","","","","","","Lehm. ex G. Don","","","","","cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAB2","","CRAB2","Cryptantha abata","","Cryptantha","","abata","","","","","","","","","","","I.M. Johnst.","","","","","dentnut cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAF","","CRAF","Cryptantha affinis","","Cryptantha","","affinis","","","","","","","","","","","(A. Gray) Greene","","","","","quill cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAL","","CRAL","Cryptantha albida","","Cryptantha","","albida","","","","","","","","","","","(Kunth) I.M. Johnst.","","","","","New Mexico cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAM3","","CRAM3","Cryptantha ambigua","","Cryptantha","","ambigua","","","","","","","","","","","(A. Gray) Greene","","","","","basin cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAN4","","CRAN4","Cryptantha angustifolia","","Cryptantha","","angustifolia","","","","","","","","","","","(Torr.) Greene","","","","","Panamint cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAP2","","CRAP2","Cryptantha aperta","","Cryptantha","","aperta","","","","","","","","","","","(Eastw.) Payson","","","","","Grand Junction cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRAT2","","CRAT2","Cryptantha atwoodii","","Cryptantha","","atwoodii","","","","","","","","","","","Higgins","","","","","Atwood's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRBA4","","CRBA4","Cryptantha bakeri","","Cryptantha","","bakeri","","","","","","","","","","","(Greene) Payson","","","","","Baker's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRBA5","","CRBA5","Cryptantha barbigera","","Cryptantha","","barbigera","","","","","","","","","","","(A. Gray) Greene","","","","","bearded cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRBA6","","CRBA6","Cryptantha barnebyi","","Cryptantha","","barnebyi","","","","","","","","","","","I.M. Johnst.","","","","","oilshale cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRBR7","","CRBR7","Cryptantha breviflora","","Cryptantha","","breviflora","","","","","","","","","","","(Osterh.) Payson","","","","","Uinta basin cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCA7","","CRCA7","Cryptantha caespitosa","","Cryptantha","","caespitosa","","","","","","","","","","","(A. Nelson) Payson","","","","","tufted cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCA8","","CRCA8","Cryptantha cana","","Cryptantha","","cana","","","","","","","","","","","(A. Nelson) Payson","","","","","mountain cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCA13","","CRCA13","Cryptantha capitata","","Cryptantha","","capitata","","","","","","","","","","","(Eastw.) I.M. Johnst.","","","","","capitate cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCE","","CRCE","Cryptantha celosioides","","Cryptantha","","celosioides","","","","","","","","","","","(Eastw.) Payson","","","","","buttecandle","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCI3","","CRCI3","Cryptantha cinerea","","Cryptantha","","cinerea","","","","","","","","","","","(Greene) Cronquist","","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIA","","CRCIA","Cryptantha cinerea var. abortiva","","Cryptantha","","cinerea","","","","var.","","abortiva","","","","","(Greene) Cronquist","(Greene) Cronquist","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIA2","","CRCIA2","Cryptantha cinerea var. arenicola","","Cryptantha","","cinerea","","","","var.","","arenicola","","","","","(Greene) Cronquist","Higgins & S.L. Welsh","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIC","","CRCIC","Cryptantha cinerea var. cinerea","","Cryptantha","","cinerea","","","","var.","","cinerea","","","","","(Greene) Cronquist","(Greene) Cronquist","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIJ","","CRCIJ","Cryptantha cinerea var. jamesii","","Cryptantha","","cinerea","","","","var.","","jamesii","","","","","(Greene) Cronquist","(Torr.) Cronquist","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIL","","CRCIL","Cryptantha cinerea var. laxa","","Cryptantha","","cinerea","","","","var.","","laxa","","","","","(Greene) Cronquist","(J.F. Macbr.) Higgins","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIP","","CRCIP","Cryptantha cinerea var. pustulosa","","Cryptantha","","cinerea","","","","var.","","pustulosa","","","","","(Greene) Cronquist","(Rydb.) Higgins","","","","James' cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCI2","","CRCI2","Cryptantha circumscissa","","Cryptantha","","circumscissa","","","","","","","","","","","(Hook. & Arn.) I.M. Johnst.","","","","","cushion cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIC2","","CRCIC2","Cryptantha circumscissa var. circumscissa","","Cryptantha","","circumscissa","","","","var.","","circumscissa","","","","","(Hook. & Arn.) I.M. Johnst.","(Hook. & Arn.) I.M. Johnst.","","","","cushion cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIH","","CRCIH","Cryptantha circumscissa var. hispida","","Cryptantha","","circumscissa","","","","var.","","hispida","","","","","(Hook. & Arn.) I.M. Johnst.","(J.F. Macbr.) I.M. Johnst.","","","","cushion cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCIR","","CRCIR","Cryptantha circumscissa var. rosulata","","Cryptantha","","circumscissa","","","","var.","","rosulata","","","","","(Hook. & Arn.) I.M. Johnst.","J.T. Howell","","","","cushion cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCL","","CRCL","Cryptantha clevelandii","","Cryptantha","","clevelandii","","","","","","","","","","","Greene","","","","","Cleveland's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCLC","","CRCLC","Cryptantha clevelandii var. clevelandii","","Cryptantha","","clevelandii","","","","var.","","clevelandii","","","","","Greene","Greene","","","","Cleveland's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCLD","","CRCLD","Cryptantha clevelandii var. dissita","","Cryptantha","","clevelandii","","","","var.","","dissita","","","","","Greene","(I.M. Johnst.) Jeps. & Hoover","","","","Cleveland's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCLF","","CRCLF","Cryptantha clevelandii var. florosa","","Cryptantha","","clevelandii","","","","var.","","florosa","","","","","Greene","I.M. Johnst.","","","","Cleveland's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCL2","","CRCL2","Cryptantha clokeyi","","Cryptantha","","clokeyi","","","","","","","","","","","I.M. Johnst.","","","","","Clokey's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCO17","","CRCO17","Cryptantha compacta","","Cryptantha","","compacta","","","","","","","","","","","Higgins","","","","","compact cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCO12","","CRCO12","Cryptantha confertiflora","","Cryptantha","","confertiflora","","","","","","","","","","","(Greene) Payson","","","","","basin yellow cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCO33","","CRCO33","Cryptantha corollata","","Cryptantha","","corollata","","","","","","","","","","","(I.M. Johnst.) I.M. Johnst.","","","","","coast range cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCO15","","CRCO15","Cryptantha costata","","Cryptantha","","costata","","","","","","","","","","","Brandegee","","","","","ribbed cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCR7","","CRCR7","Cryptantha crassipes","","Cryptantha","","crassipes","","","","","","","","","","","I.M. Johnst.","","","","","Terlingua Creek cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCR3","","CRCR3","Cryptantha crassisepala","","Cryptantha","","crassisepala","","","","","","","","","","","(Torr. & A. Gray) Greene","","","","","thicksepal cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCRC","","CRCRC","Cryptantha crassisepala var. crassisepala","","Cryptantha","","crassisepala","","","","var.","","crassisepala","","","","","(Torr. & A. Gray) Greene","(Torr. & A. Gray) Greene","","","","thicksepal cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCRE","","CRCRE","Cryptantha crassisepala var. elachantha","","Cryptantha","","crassisepala","","","","var.","","elachantha","","","","","(Torr. & A. Gray) Greene","I.M. Johnst.","","","","thicksepal cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCR8","","CRCR8","Cryptantha creutzfeldtii","","Cryptantha","","creutzfeldtii","","","","","","","","","","","S.L. Welsh","","","","","Creutzfeldt's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCR4","","CRCR4","Cryptantha crinita","","Cryptantha","","crinita","","","","","","","","","","","Greene","","","","","Sacramento cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRCR5","","CRCR5","Cryptantha crymophila","","Cryptantha","","crymophila","","","","","","","","","","","I.M. Johnst.","","","","","subalpine cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRDE","","CRDE","Cryptantha decipiens","","Cryptantha","","decipiens","","","","","","","","","","","(M.E. Jones) A. Heller","","","","","gravelbar cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRDU","","CRDU","Cryptantha dumetorum","","Cryptantha","","dumetorum","","","","","","","","","","","(Greene ex A. Gray) Greene","","","","","bushloving cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CREC","","CREC","Cryptantha echinella","","Cryptantha","","echinella","","","","","","","","","","","Greene","","","","","prickly cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CREL4","","CREL4","Cryptantha elata","","Cryptantha","","elata","","","","","","","","","","","(Eastw.) Payson","","","","","cliffdweller's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CREX","","CREX","Cryptantha excavata","","Cryptantha","","excavata","","","","","","","","","","","Brandegee","","","","","deepscar cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFE3","","CRFE3","Cryptantha fendleri","","Cryptantha","","fendleri","","","","","","","","","","","(A. Gray) Greene","","","","","sanddune cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFL4","","CRFL4","Cryptantha flaccida","","Cryptantha","","flaccida","","","","","","","","","","","(Douglas ex Lehm.) Greene","","","","","weakstem cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFL5","","CRFL5","Cryptantha flava","","Cryptantha","","flava","","","","","","","","","","","(A. Nelson) Payson","","","","","Brenda's yellow cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFL6","","CRFL6","Cryptantha flavoculata","","Cryptantha","","flavoculata","","","","","","","","","","","(A. Nelson) Payson","","","","","roughseed cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFU","","CRFU","Cryptantha fulvocanescens","","Cryptantha","","fulvocanescens","","","","","","","","","","","(S. Watson) Payson","","","","","tawny cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFUF","","CRFUF","Cryptantha fulvocanescens var. fulvocanescens","","Cryptantha","","fulvocanescens","","","","var.","","fulvocanescens","","","","","(S. Watson) Payson","(S. Watson) Payson","","","","tawny cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRFUN","","CRFUN","Cryptantha fulvocanescens var. nitida","","Cryptantha","","fulvocanescens","","","","var.","","nitida","","","","","(S. Watson) Payson","(Greene) R.C. Sivinski","","","","tawny cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRGA2","","CRGA2","Cryptantha ganderi","","Cryptantha","","ganderi","","","","","","","","","","","I.M. Johnst.","","","","","Gander's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRGL3","","CRGL3","Cryptantha glomeriflora","","Cryptantha","","glomeriflora","","","","","","","","","","","Greene","","","","","Truckee cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRGR3","","CRGR3","Cryptantha gracilis","","Cryptantha","","gracilis","","","","","","","","","","","Osterh.","","","","","narrowstem cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRGR4","","CRGR4","Cryptantha grahamii","","Cryptantha","","grahamii","","","","","","","","","","","I.M. Johnst.","","","","","fragrant cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRGY","","CRGY","Cryptantha gypsophila","","Cryptantha","","gypsophila","","","","","","","","","","","Reveal & C.R. Broome","","","","","cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRHI","","CRHI","Cryptantha hispidula","","Cryptantha","","hispidula","","","","","","","","","","","Greene ex Brand","","","","","Napa cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRHO2","","CRHO2","Cryptantha hoffmannii","","Cryptantha","","hoffmannii","","","","","","","","","","","I.M. Johnst.","","","","","Hoffmann's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRHO3","","CRHO3","Cryptantha holoptera","","Cryptantha","","holoptera","","","","","","","","","","","(A. Gray) J.F. Macbr.","","","","","winged cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRHO4","","CRHO4","Cryptantha hooveri","","Cryptantha","","hooveri","","","","","","","","","","","I.M. Johnst.","","","","","Hoover's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRHU2","","CRHU2","Cryptantha humilis","","Cryptantha","","humilis","","","","","","","","","","","(A. Gray) Payson","","","","","roundspike cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRIN7","","CRIN7","Cryptantha incana","","Cryptantha","","incana","","","","","","","","","","","Greene","","","","","Tulare cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRIN15","","CRIN15","Cryptantha insolita","","Cryptantha","","insolita","","","","","","","","","","","(J.F. Macbr.) Payson","","","","","Las Vegas cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRIN8","","CRIN8","Cryptantha intermedia","","Cryptantha","","intermedia","","","","","","","","","","","(A. Gray) Greene","","","","","Clearwater cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRIN9","","CRIN9","Cryptantha interrupta","","Cryptantha","","interrupta","","","","","","","","","","","(Greene) Payson","","","","","Elko cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRJO","","CRJO","Cryptantha johnstonii","","Cryptantha","","johnstonii","","","","","","","","","","","Higgins","","","","","Johnston's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRJO2","","CRJO2","Cryptantha jonesiana","","Cryptantha","","jonesiana","","","","","","","","","","","(Payson) Payson","","","","","San Rafael cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRKE","","CRKE","Cryptantha kelseyana","","Cryptantha","","kelseyana","","","","","","","","","","","Greene","","","","","Kelsey's cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRLE4","","CRLE4","Cryptantha leiocarpa","","Cryptantha","","leiocarpa","","","","","","","","","","","(Fisch. & C.A. Mey.) Greene","","","","","coastal cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRLE6","","CRLE6","Cryptantha leucophaea","","Cryptantha","","leucophaea","","","","","","","","","","","(Douglas ex Lehm.) Payson","","","","","gray cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRLO6","","CRLO6","Cryptantha longiflora","","Cryptantha","","longiflora","","","","","","","","","","","(A. Nelson) Payson","","","","","longflower cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMA6","","CRMA6","Cryptantha mariposae","","Cryptantha","","mariposae","","","","","","","","","","","I.M. Johnst.","","","","","Mariposa cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMA7","","CRMA7","Cryptantha maritima","","Cryptantha","","maritima","","","","","","","","","","","(Greene) Greene","","","","","Guadalupe cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMAM","","CRMAM","Cryptantha maritima var. maritima","","Cryptantha","","maritima","","","","var.","","maritima","","","","","(Greene) Greene","(Greene) Greene","","","","Guadalupe cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMAP","","CRMAP","Cryptantha maritima var. pilosa","","Cryptantha","","maritima","","","","var.","","pilosa","","","","","(Greene) Greene","I.M. Johnst.","","","","Guadalupe cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRME5","","CRME5","Cryptantha mensana","","Cryptantha","","mensana","","","","","","","","","","","(M.E. Jones) Payson","","","","","southwestern cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRME4","","CRME4","Cryptantha mexicana","","Cryptantha","","mexicana","","","","","","","","","","","(Brandegee) I.M. Johnst.","","","","","Mexican cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMI","","CRMI","Cryptantha micrantha","","Cryptantha","","micrantha","","","","","","","","","","","(Torr.) I.M. Johnst.","","","","","redroot cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMIL2","","CRMIL2","Cryptantha micrantha var. lepida","","Cryptantha","","micrantha","","","","var.","","lepida","","","","","(Torr.) I.M. Johnst.","(A. Gray) I.M. Johnst.","","","","redroot cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CRMIM","","CRMIM","Cryptantha micrantha var. micrantha","","Cryptantha","","micrantha","","","","var.","","micrantha","","","","","(Torr.) I.M. Johnst.","(Torr.) I.M. Johnst.","","","","redroot cryptantha","Dicot","Cryptantha","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
